¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¬(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.267622
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14607
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82773
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60944
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.86468
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654586
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910641
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190967
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496227
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82973
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195571
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598663
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044807
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.544017
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11034
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77081
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54383
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.76897
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642161
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895202
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1726
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476144
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807737
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171407
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571966
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015196
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514914
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0776
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71413
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47856
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.66364
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629726
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881725
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154731
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456067
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785771
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147252
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545288
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986973
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485768
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04482
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67556
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41353
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.55695
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61727
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86823
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140065
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435958
·(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763774
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123083
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518604
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960808
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456584
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01198
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6384
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35022
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21173
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604752
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854711
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125391
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419518
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741803
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098926
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492111
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.934673
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427361
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979139
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60121
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30778
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13702
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592233
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84115
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110703
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403526
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722676
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074749
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468533
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908456
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398076
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946264
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56399
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26536
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06838
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579682
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827595
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09597
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387492
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705167
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052676
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444888
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882236
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368811
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913355
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52679
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22292
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01957
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567121
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081223
»(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371437
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687656
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033474
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421206
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855978
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339497
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.880466
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48961
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18054
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97084
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554543
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800374
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06646
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355394
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670114
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014262
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397541
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829683
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310177
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847572
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45243
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13817
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90834
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54193
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786762
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051697
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339329
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652607
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995034
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373833
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803407
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280893
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814643
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41523
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09589
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84438
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66673
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529305
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773109
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036904
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323222
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635027
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975821
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350137
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777123
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251565
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781797
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37812
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05366
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78098
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59405
·(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516685
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759458
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022125
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307158
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617483
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956583
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328598
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750811
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222244
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748943
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34104
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01148
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7181
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52206
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504056
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745831
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007306
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291067
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599953
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937411
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307474
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724493
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192959
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716077
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30402
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95776
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65573
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4507
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491383
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732152
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992509
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274991
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582388
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918159
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28635
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698212
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163657
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683302
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.267
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9084
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59391
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38001
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478752
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718462
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977701
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258869
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564838
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898966
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265269
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671947
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134445
¸(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650545
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23009
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88058
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53668
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31004
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466065
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704815
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962919
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242788
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547315
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879799
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244171
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64567
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105217
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617822
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19323
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84358
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50543
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24347
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.122
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45341
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691142
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948101
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226739
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529801
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860612
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223133
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622028
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076021
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585174
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15646
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80185
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47432
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20817
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04436
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439853
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677484
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933295
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210664
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512274
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841462
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202111
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598863
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046886
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552571
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11976
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76023
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4434
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17307
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00421
(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425662
º(376.05, 14.35, 300.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66382
