¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¿(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89517
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768303
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41094
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18254
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08587
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38159
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67924
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01045
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.08414
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.17874
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.98763
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.755196
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715604
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187925
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734417
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37229
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13344
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02836
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27274
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68904
–(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01626
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.28653
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.15635
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.95688
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28709
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699749
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170313
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699912
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33294
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08358
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96994
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15259
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70122
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02109
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42401
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.13277
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.9297
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273926
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683524
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152136
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675763
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29302
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03294
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91074
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0315
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71223
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0208
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40188
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.10804
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.90127
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.95338
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260395
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666766
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133455
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654795
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25252
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98161
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85072
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91853
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54709
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00077
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37878
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.08215
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.86173
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.89949
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246465
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64988
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114225
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63324
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21655
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92957
•(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78992
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81828
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3919
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97985
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35462
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.08733
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.81649
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.84437
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232166
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634069
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094544
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611131
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1916
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8769
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72847
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72672
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23666
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9549
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32948
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.23665
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.76684
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.78756
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217502
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617855
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074299
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588464
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16602
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82362
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66636
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65333
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08171
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92688
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30331
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.39773
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.71622
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.72876
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202485
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601264
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053613
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565298
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13983
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78204
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60357
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57929
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95243
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89785
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27617
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.57252
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.66538
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.66917
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187101
£(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584278
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032484
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541595
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11218
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74636
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54016
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50459
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82416
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86776
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24809
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.75176
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.61448
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.60856
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171378
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566971
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010834
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517344
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08032
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71023
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48284
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42934
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69556
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8367
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21719
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73544
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.56214
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.542
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155313
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549204
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988764
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492609
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04795
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67353
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43042
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35353
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56676
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8206
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17564
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69527
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.50889
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.47262
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138914
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531103
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966192
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463752
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01511
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63638
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37737
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28017
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4379
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80414
¢(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1333
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65439
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.45477
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.39994
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122185
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512651
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943971
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434129
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.981845
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59873
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32378
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21751
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30893
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77673
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09021
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60474
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.46939
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.32364
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105131
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493846
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921111
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404192
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948196
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56061
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26957
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15423
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19303
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73852
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04638
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55393
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.60651
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.23516
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087789
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474701
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896636
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373845
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914091
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52212
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21486
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09042
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11157
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69976
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00188
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50234
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.76929
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.14621
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0701
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454322
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871768
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343138
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879609
§(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48312
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16694
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02601
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02238
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66034
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95664
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44992
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.94146
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.05697
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052149
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431653
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846642
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312092
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844751
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44377
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12211
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96114
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93319
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62032
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91073
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3791
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01219
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.96925
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033892
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408628
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821285
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280711
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809569
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40399
(380.68, 14.67, 268.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07691
