¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¾ (409.93, 12.57, 332.33) (426.17, 11.69, 304.81) (8.74, 8.42, 13.47) Truck 9.979362
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.580811
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.566055
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.552482
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.540081
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.528841
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.518756
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.509817
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.550195
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.623455
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.623434
ù (411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.371172
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.36779
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.365661
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.364781
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.365149
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.366766
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.369634
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.373753
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.379128
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.385762
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.393662
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.150815
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.077434
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.006546
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.97369
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793401
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.711763
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.690856
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.671205
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.652792
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.635605
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.619628
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.604853
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.591265
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.578855
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.567612
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.55753
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.5486
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.540813
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.616705
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.610527
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.332802
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.32935
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.327146
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.326185
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.326468
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.327992
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.330763
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.334778
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.340044
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.346561
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.354338
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.113297
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.040582
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.970337
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.957173
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783021
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.752283
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.731326
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.71163
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.69318
„!(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.675961
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.659959
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.645163
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.63156
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.619142
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.607898
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.597818
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.588897
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.581128
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.605103
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.598915
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.306002
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.302526
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.300292
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.299295
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.299539
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.301023
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.303745
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.307712
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.312921
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.319382
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.327094
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.178259
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.188087
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.199165
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.074303
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775392
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.794356
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.773348
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.753607
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.735118
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.717867
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.701839
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.687023
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.673406
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.660981
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.649733
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.639658
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.630747
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.622994
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.594786
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.588593
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.280585
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.277085
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.274821
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.273794
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.274003
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.275446
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.278125
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.282042
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.287201
õ (411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.293606
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.30126
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.338875
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.3217
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.245953
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.036838
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76737
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.838019
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.816959
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.797174
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.778645
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.761359
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.745306
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.730468
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.716839
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.704404
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.693156
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.683086
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.674188
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.666451
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.628255
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.63164
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.256532
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.253008
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.250718
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.249661
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.249835
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.251239
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.253878
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.257751
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.262861
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.269213
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.27681
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.383195
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.749759
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.247076
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.000907
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758898
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18287
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.862199
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.842365
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.823798
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.80648
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.790398
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.775542
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.761898
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.749456
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.738208
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.728142
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.719256
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.711539
ô (411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.623957
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.681929
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.233824
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.230278
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.227963
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.226876
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.227017
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.228388
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.230988
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.234818
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.239882
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.246185
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.253729
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.339521
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.352104
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.249378
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.966482
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750048
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173069
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.909108
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.889227
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.870617
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.853266
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.837158
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.822281
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.808624
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.796176
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.784927
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.77487
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.765996
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.7583
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.617468
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.734096
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.21244
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.208874
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.206534
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.205423
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.205534
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.206871
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.209435
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.213225
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.218247
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.224503
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.231998
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.686829
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.700424
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.252857
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.149611
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740799
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162855
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.95773
û (411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.937801
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.919151
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.901766
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.88563
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.870733
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.857063
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.844607
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.833361
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.823312
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.814452
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.806778
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.608792
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.788186
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.192365
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.188781
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.18642
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.185283
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.185366
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.186672
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.189202
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.192957
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.197937
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.204149
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.211598
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 10.06253
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 10.16868
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.452285
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.467231
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731081
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152161
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.00811
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.988132
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.969441
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.952021
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.935858
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.920941
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.907258
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.894798
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.883553
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.873513
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.864671
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.85702
