¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(432.15, 14.96, 248.02) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 13.1051
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763338
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012524
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281854
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573895
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891579
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238312
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618314
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024349
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470421
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964502
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5128
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11338
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78864
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54278
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40112
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41772
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64332
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0239
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4015
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80453
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41011
µ(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87484
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766151
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01553
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285111
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577461
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895452
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242603
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622195
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027157
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473583
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967989
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5185
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12267
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79062
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5441
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40263
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40174
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61907
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99512
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38963
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78063
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42121
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85953
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768929
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018528
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288355
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580959
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899262
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246763
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624732
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029976
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476667
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971429
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52234
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12512
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79177
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5454
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40409
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39127
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5948
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97509
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36976
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75763
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42039
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85852
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351523
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021457
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291538
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584414
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903028
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250874
¾(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627221
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032725
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479708
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974801
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52611
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12612
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79291
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54669
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40556
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39299
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57055
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96535
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34072
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77592
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42005
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85811
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.353047
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024316
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29465
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58778
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906721
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254897
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629661
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035422
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482687
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978097
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52979
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12712
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79405
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54797
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40705
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39468
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55749
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95545
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.24191
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.21333
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.18727
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.16369
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.1426
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.73436
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.70821
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.6858
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354539
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58891
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297709
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591111
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91033
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258872
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632088
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038074
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485616
Ö(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.981349
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53343
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12811
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79514
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54924
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40848
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39632
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54909
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.26078
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.22281
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.18742
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.1546
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.12431
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.01127
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.22587
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.20041
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.43551
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.89399
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356687
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.591508
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300691
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594361
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913881
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262753
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634439
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040657
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488476
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98454
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53485
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12909
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79622
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55048
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40992
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41149
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55057
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.57208
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.53317
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.49689
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.46323
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.43216
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.88441
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.74135
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.71654
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.31613
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.40402
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.95162
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359045
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594055
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.848161
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597563
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917341
Ù(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266472
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636769
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043221
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491295
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987682
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53567
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13003
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79732
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55169
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41441
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.427
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56236
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.89813
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.85823
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.82101
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.78646
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.75455
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.76189
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.32788
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.30707
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.85207
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.93642
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.54067
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361353
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.596548
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.850863
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600684
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92076
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268526
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639059
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045711
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494076
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.990762
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53653
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.131
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79837
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55292
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42774
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44244
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57417
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89976
(431.33, 14.91, 247.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.20705
(431.33, 14.91, 247.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.16883
(431.33, 14.91, 247.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.13332
(431.33, 14.91, 247.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.10051
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.64357
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.51108
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.49008
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.47262
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.48983
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.14625
½(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363615
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59899
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.853509
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.129552
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924097
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270592
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641272
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048177
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496778
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993764
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53736
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13189
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79944
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55957
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44102
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45784
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58606
(431.33, 14.91, 247.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89802
(431.33, 14.91, 247.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.5647
(431.33, 14.91, 247.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.52542
(431.33, 14.91, 247.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.48892
(431.33, 14.91, 247.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.45517
(431.33, 14.91, 247.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.52931
(431.33, 14.91, 247.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.80548
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.67956
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.66193
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.64786
(431.33, 14.91, 247.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.76746
