¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(338.94, 6.97, 314.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865754
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.459934
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.413514
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.792094
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926327
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082439
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251145
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430441
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62137
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899473
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382167
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328434
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592558
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875391
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325735
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.666602
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.643862
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.622661
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.602984
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.584815
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.568141
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.552946
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.539222
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.526957
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.516143
´(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.50677
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.498832
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.492322
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.487238
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.483574
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.481326
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.480494
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.433972
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783493
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931531
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090977
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260194
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440036
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63224
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928921
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412483
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022606
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31654
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579897
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861828
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260352
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.689135
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.66634
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.645088
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.625362
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.60715
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.590435
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.575204
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.561444
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.54915
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.538308
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.528913
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.520954
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.514428
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.509332
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.505654
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.5034
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.502565
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.455935
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788861
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939774
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09971
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269454
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449904
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659333
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958588
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442332
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05768
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305157
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567711
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848811
Ë(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195795
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.713229
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.690374
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.669067
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.649292
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.631031
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.614273
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.599004
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.585209
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.572882
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.562012
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.552589
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.544609
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.538066
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.532953
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.529267
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.527005
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.526167
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.479417
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.796875
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948254
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.108706
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278972
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459998
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686566
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988422
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471689
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049127
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294251
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556071
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836388
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137022
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.7389
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.715985
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.69462
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.67479
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.65648
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.639673
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.62436
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.610528
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.598166
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.587266
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.577817
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.569814
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.563251
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.558123
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.554425
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.552155
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.551312
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.504438
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.80512
µ(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.95695
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117915
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288746
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4704
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714014
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018533
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500588
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039331
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283836
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54499
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824471
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124276
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.766173
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.743191
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.721765
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.701877
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.683512
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.666658
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.651299
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.637426
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.625029
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.614094
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.604618
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.596591
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.590007
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.584861
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.58115
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.578874
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.578027
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.531019
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81356
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.965903
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.127382
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298779
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481074
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741623
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048782
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528938
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03002
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273891
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53434
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81311
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112134
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.795067
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.772014
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.750522
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.730573
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.712152
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.695246
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.679839
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.665923
·(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.653486
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.642516
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.63301
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.624956
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.618353
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.61319
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.609467
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.60718
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.606326
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.559178
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.822199
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97504
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137071
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309072
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492001
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769405
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07928
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556764
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021124
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264413
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524277
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802327
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100561
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.825603
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.802477
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.780914
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.760901
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.742421
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.725459
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.710002
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.69604
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.683562
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.672559
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.663017
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.654938
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.64831
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.643129
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.639391
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.637094
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.636238
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.58894
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.831052
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.984417
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319607
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512016
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797399
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110008
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584088
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012665
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255437
Ì(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514663
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792064
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089567
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.857811
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.834603
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.81297
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.792888
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.774343
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.757323
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.741815
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.727806
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.715282
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.704238
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.694666
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.686557
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.679904
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.674705
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.670954
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.668647
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.667784
(338.32, 7.15, 315.48) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.620329
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.84015
(338.32, 7.15, 315.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994012
