¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
•(399.34, 12.28, 329.78) (423.04, 11.69, 306.92) (15.00, 8.42, 9.26) Truck 20.79889
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861157
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.951267
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045122
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142881
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244811
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368608
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505176
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648689
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799742
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95893
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12678
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30407
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491535
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690063
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.603623
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.667682
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.734246
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.803444
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.875452
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.950423
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.028464
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.109787
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.194581
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.274059
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.340872
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410215
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.482179
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.556895
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.634597
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715341
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.799332
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.886693
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977649
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072357
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171081
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287877
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420039
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558868
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704876
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858542
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020537
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191448
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372014
¹(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56304
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765385
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.606246
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.670327
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.736971
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.806296
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.878417
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.953438
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.031621
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.113072
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.197948
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.286526
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.362298
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.432249
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.504899
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.580302
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.658732
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.740195
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824977
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913172
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.004971
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100613
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210752
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338746
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473166
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614376
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762905
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919326
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084266
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25833
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442321
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637091
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843477
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.609152
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.673389
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.740148
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.809553
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.881759
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.956928
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.035243
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.116784
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.201824
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.290574
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.383173
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.455051
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.52835
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.604518
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.683654
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.765919
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851517
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94059
»(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03331
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136994
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261106
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391238
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527964
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671662
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82289
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982144
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150149
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327541
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515096
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713762
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924358
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.612476
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.676833
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.743683
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.813214
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.885542
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.960826
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.039267
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.120964
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.206161
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.295066
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.387856
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.478687
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.552718
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.629579
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.709505
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.792596
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.879042
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.969001
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066463
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186815
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313015
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445462
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584539
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730848
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884834
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047097
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218312
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399158
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590466
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793187
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008187
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.616148
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.680603
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.747608
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.817249
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.889745
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.965161
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.043766
³(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.12562
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.210986
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.300075
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.393048
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.490209
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.577853
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.655549
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736228
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.820173
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.907492
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.998932
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11576
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23819
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36661
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501369
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643019
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791986
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948849
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114255
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288798
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473287
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66851
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874858
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.085577
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.620219
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.684783
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.75192
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.821733
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.894367
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.969937
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.048704
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.130766
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.216341
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.305571
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.398791
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.49614
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.597932
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.682327
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763888
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.848698
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936958
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04777
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166603
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291185
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421893
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55913
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703375
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855168
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015051
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180973
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35154
·(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531551
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721794
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923091
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136451
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.624626
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.689325
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.756605
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.82657
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.89938
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.975165
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.054105
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.136341
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.222113
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.311597
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.405046
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.502639
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.604692
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.710038
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.792477
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.878173
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.982664
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098102
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219034
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34586
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478931
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614641
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755215
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902916
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058316
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221991
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394583
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576726
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769288
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973123
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189207
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.629409
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.694263
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.761738
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.831867
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.90484
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.980803
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.059963
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.142403
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.22841
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.318122
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.411807
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.509677
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.611999
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719103
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.82199
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.920259
·(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03249
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145142
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262665
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385791
(400.78, 12.33, 330.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514818
