¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
°(335.88, 7.44, 352.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15447
(335.84, 7.47, 352.39) (344.20, 1.10, 379.54) (0.81, 2.16, 0.81) Human 16.16726
(335.84, 7.47, 352.39) (344.20, 1.10, 379.54) (0.81, 2.16, 0.81) Human 16.11836
(335.84, 7.47, 352.39) (344.20, 1.10, 379.54) (0.81, 2.16, 0.81) Human 16.0956
İ(335.84, 7.47, 352.39) (344.20, 1.10, 379.54) (0.81, 2.16, 0.81) Human 16.07527
(335.84, 7.47, 352.39) (344.20, 1.10, 379.54) (0.81, 2.16, 0.81) Human 16.05739
(335.84, 7.47, 352.39) (344.20, 1.10, 379.54) (0.81, 2.16, 0.81) Human 16.042
(335.84, 7.47, 352.39) (344.20, 1.10, 379.54) (0.81, 2.16, 0.81) Human 16.029
(335.84, 7.47, 352.39) (344.20, 1.10, 379.54) (0.81, 2.16, 0.81) Human 16.0184
(335.84, 7.47, 352.39) (344.20, 1.10, 379.54) (0.81, 2.16, 0.81) Human 16.03355
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.08445
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.08062
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.03335
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.343906
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612026
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.904884
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.226017
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.558704
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.879017
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228962
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.610903
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.022938
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.481496
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0094
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60123
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92424
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67359
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52556
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50267
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62625
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79498
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06668
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96027
(335.84, 7.47, 352.39) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 19.72181
(335.84, 7.47, 352.39) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 19.6975
(335.84, 7.47, 352.39) (348.27, 0.43, 382.73) (0.86, 0.87, 0.86) Tools 21.27185
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.969
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.95085
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.9363
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.92534
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.91796
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.91415
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.86721
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321338
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.587406
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.877928
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.196381
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.546937
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.880907
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.23103
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.615055
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033751
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.489841
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01324
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60555
û(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92626
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67586
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52819
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5057
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62239
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81666
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00759
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89534
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86054
(335.84, 7.47, 352.39) (348.28, 0.34, 381.89) (0.87, 0.61, 0.61) Tools 20.59697
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.82959
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.80797
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.78995
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.7755
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.76462
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.75728
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.7535
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.70687
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.298763
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.562789
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.850982
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.16677
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51425
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.882765
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.233064
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.61729
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.040548
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.501827
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01699
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60977
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92831
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67815
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53084
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50872
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61868
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83875
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95017
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83206
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79952
(335.84, 7.47, 352.39) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 19.87301
(335.84, 7.47, 352.39) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 19.85176
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.65261
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.63471
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.62035
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.60953
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.60225
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.59849
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.55216
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276188
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.538177
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.824054
á(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.137189
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.481613
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.862199
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.235064
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.619488
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042975
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.511723
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0227
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61392
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93036
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68049
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53347
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51178
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61506
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86131
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89449
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77066
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74018
(335.84, 7.47, 352.39) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 19.86879
(335.84, 7.47, 352.39) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 19.84656
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.89624
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.88021
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.86746
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.85799
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.85178
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.52865
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.52634
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258528
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513578
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.797149
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.107644
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449031
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.826092
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.237027
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.621648
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.045361
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.514368
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03608
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61798
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93241
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68285
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53614
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51486
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61157
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87158
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8404
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70859
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64783
(335.84, 7.47, 352.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 20.45584
(335.84, 7.47, 352.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 20.43576
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.58031
Ù(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.5645
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.55193
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.54259
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.53646
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.10507
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.10265
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.260661
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498929
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770275
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.078146
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416509
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.790072
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.204552
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623768
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.047702
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.516968
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03915
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62195
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93449
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68519
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53882
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51794
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60823
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86857
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76314
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6048
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53326
(335.84, 7.47, 352.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 20.21908
(335.84, 7.47, 352.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 20.19745
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.2765
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.26091
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.2485
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.23928
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.23324
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.71421
(335.84, 7.47, 352.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.71168
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262718
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.501156
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759515
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.048695
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.384059
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754146
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.164569
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.622226
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.050001
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.519521
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.042
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62684
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9366
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68757
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54154
å(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52106
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60848
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88288
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67104
(335.84, 7.47, 352.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.43651
(335.84, 7.47, 352.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.41393
(335.84, 7.47, 352.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.39414
(335.84, 7.47, 352.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.56096
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.32786
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.31066
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.29666
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.28585
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.27823
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.263686
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503304
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761849
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042898
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.351686
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.718321
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124721
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.577649
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.052258
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.522023
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0448
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62998
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9387
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68994
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54426
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52421
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62083
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86827
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58953
(335.84, 7.47, 352.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 17.94534
(335.84, 7.47, 352.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 17.9205
(335.84, 7.47, 352.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 17.8984
(335.84, 7.47, 352.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.56923
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.56508
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.54767
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.53351
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.52257
(335.84, 7.47, 352.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.51486
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264511
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.504667
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764096
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.045344
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.35214
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.688072
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.085013
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.533255
(335.84, 7.47, 352.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.03554
