°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö (430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.48534
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16284
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81164
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55103
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41195
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44007
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6872
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2165
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.09615
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.39327
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.25923
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.82374
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.192554
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.599206
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.048621
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.555362
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1227
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76485
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49811
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34871
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36331
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.59555
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10209
≤(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.95984
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.219
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.05372
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799475
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.165834
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.56965
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.01632
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.519208
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08225
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71884
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44489
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28517
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28614
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50352
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.98726
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.8233
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.04484
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.84872
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.775254
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.138913
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.539881
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.983768
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.482791
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04153
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67266
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39137
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22134
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20862
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41116
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.87207
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.68656
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2799
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11153
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.750892
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.111799
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.509911
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.95098
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.446127
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00055
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62621
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33759
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15726
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13077
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34795
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93223
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80529
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06982
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89461
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.726389
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.084502
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.479746
†(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.91797
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.409232
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.959312
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71985
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04825
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92443
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98499
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23769
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81355
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65858
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86101
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67856
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.701758
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.057033
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.449401
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.035991
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0071
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58967
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24602
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99102
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84555
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89242
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12753
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68431
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51198
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66995
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46345
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.786393
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567421
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986938
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451148
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967478
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54516
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19564
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93359
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77775
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79986
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01749
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53943
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36548
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50259
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24931
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160076
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538388
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954824
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415492
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927643
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50041
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14509
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87598
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71147
π(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70732
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90767
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39502
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21918
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33584
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99302
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133477
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509105
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922516
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379616
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887659
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45551
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09435
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81816
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64508
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61486
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79806
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25118
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07311
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16962
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75613
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106709
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479677
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890031
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343596
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847477
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41043
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0434
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76022
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57851
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52253
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68872
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10789
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91826
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00404
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52247
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079794
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450118
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857412
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307383
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80714
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36518
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9923
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70207
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51184
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44414
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58016
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96525
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75684
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81354
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2904
∏(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052716
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420389
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824615
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271083
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766635
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31977
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94109
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64385
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44506
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36686
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48227
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83947
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58905
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61357
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0601
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025526
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390534
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791687
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.23456
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725996
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27427
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88975
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58552
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37825
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28956
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38442
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72216
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41431
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41538
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83157
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93365
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99943
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360539
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758642
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.197974
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.685205
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2286
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83831
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52715
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31141
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2123
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28664
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60513
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24094
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21899
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60884
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66998
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973319
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330451
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725465
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161247
ˇ(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644372
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18286
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78678
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46868
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24452
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1351
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18903
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4884
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06892
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02446
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40621
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16046
(430.79, 13.39, 338.69) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 17.56857
(430.79, 13.39, 338.69) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 17.53666
(430.79, 13.39, 338.69) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 17.50747
(430.79, 13.39, 338.69) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 17.48098
(430.79, 13.39, 338.69) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 17.45718
(430.79, 13.39, 338.69) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 17.44713
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947064
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300224
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692165
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124426
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603375
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13704
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7352
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41017
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17766
(430.79, 13.39, 338.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05793
