¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.68541
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55448
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26055
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06517
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92853
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1645
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82998
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07249
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43132
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8091
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17555
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46778
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77284
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17099
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.583254
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771702
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974239
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192466
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429368
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.686911
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.967031
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.272779
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.607779
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976384
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.383836
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.836549
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.34242
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.911294
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55562
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25995
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06448
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00355
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16673
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91547
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26509
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63292
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02039
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35371
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65222
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00879
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.583459
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771924
–(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974476
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192723
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429799
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68738
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.967542
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273335
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608393
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.977058
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.384584
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.837383
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.343353
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.912347
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55682
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25949
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06394
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0054
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16909
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10598
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46434
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84161
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2392
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53799
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85388
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56388
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.583688
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772168
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.97474
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193007
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430255
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.687872
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968078
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273923
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609038
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.97777
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.385372
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.838262
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.344337
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913457
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55682
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25918
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06358
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00735
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16211
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20337
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67059
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05773
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42985
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72865
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40127
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.583936
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772435
Š(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975027
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193317
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430731
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68839
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968641
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274539
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609713
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.978515
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.386199
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.83918
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.345369
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.914621
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55666
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.259
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06338
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00939
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16454
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2515
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87622
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28158
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62027
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2456
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45184
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.584208
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772726
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975341
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193655
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431231
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.688931
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969233
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.275187
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.610423
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.979297
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.387066
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.840147
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.34645
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.915841
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55664
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25897
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06335
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01152
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16708
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30083
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93019
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51355
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09641
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82184
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77197
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.584499
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.77304
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975677
‚(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19402
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431752
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.689499
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.96985
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.275861
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.611165
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980114
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.38797
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.841154
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.34758
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.917117
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55674
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25909
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06348
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01376
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16973
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28454
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.25213
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95319
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66471
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27019
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10179
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.584814
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773377
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.976041
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194525
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432298
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69009
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.970495
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.276566
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.611938
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980968
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.388916
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.842208
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.348761
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.918448
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55696
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25934
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06378
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01609
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1725
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26924
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.23482
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5138
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19457
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77627
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61143
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585149
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773737
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.976428
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195048
ø(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432863
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690706
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971166
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.277299
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.612743
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.981855
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.3899
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.843305
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.34999
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.919834
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55731
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25974
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06421
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01852
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17539
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25494
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.21863
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35673
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60313
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30885
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585506
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774119
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.976841
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195592
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433454
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691347
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971862
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.278061
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.61358
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.982779
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.390923
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.844442
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.351266
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.921274
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55779
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26029
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06476
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02105
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17839
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24163
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20356
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37917
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04403
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83676
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585885
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774527
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.977279
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196157
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434064
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69201
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972586
ö(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.278852
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.614449
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.983736
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.391984
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.845626
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.352589
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.922771
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55839
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26098
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06548
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02367
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1815
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2293
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18961
