¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.246303
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.095294
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.134147
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.174348
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.215998
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.259125
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.303774
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.52795
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.540744
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.554179
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.568254
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.582968
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.598361
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.614398
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.631145
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.648545
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.666745
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.685606
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.705248
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.725677
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.74687
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.768859
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.791711
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.815403
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.839972
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.865421
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.891828
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.919166
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.947473
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.97682
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.010269
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.046307
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.083629
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.122251
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.162219
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.203605
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.246493
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.290867
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.524524
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.537267
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.550655
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.564677
€(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.579344
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.594687
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.610671
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.627366
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.64477
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.662859
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.681727
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.701314
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.721659
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.742792
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.764758
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.787521
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.811183
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.835664
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.861055
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.887398
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.914646
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.942922
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.972176
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.00248
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.0355
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.072603
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.111001
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.15077
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.191927
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.234582
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.278724
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.521502
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.534229
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.547539
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.561548
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.576195
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.591457
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.607428
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.62407
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.641425
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.659496
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.678282
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.69782
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.71814
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.739255
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.761133
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.783875
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.807452
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.831878
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.857243
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.883502
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.910717
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.938902
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.9681
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.998312
†(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.029614
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.062238
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.100447
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.139997
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.180928
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.223329
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.267275
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.518855
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.531567
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.544891
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.558855
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.573431
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.588706
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.60463
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.621229
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.638539
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.656561
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.67533
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.694818
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.715091
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.736155
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.758016
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.780708
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.804235
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.828636
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.853923
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.880158
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.90729
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.935421
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.964592
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.99475
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.025996
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.058346
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.091809
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.129859
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.170609
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.212821
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.256515
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.516667
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.529342
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.542653
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.556575
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.571138
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.586372
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.602282
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.618868
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.636134
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.654142
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.672837
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.692311
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.712571
‰(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.733589
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.755404
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.778048
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.801559
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.825914
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.851151
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.877338
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.904451
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.932532
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.961621
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.991756
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.022954
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.055219
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.088661
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.123291
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.160954
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.202956
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.246466
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.51491
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.527547
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.540849
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.554761
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.569286
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.584481
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.600381
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.616927
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.634183
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.652149
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.670832
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.690297
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.710484
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.731491
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.753293
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.775893
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.799362
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.823673
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.848897
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.875038
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.902106
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.930173
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.959245
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.989303
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.020482
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.052732
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.086124
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.120673
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.156457
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.193761
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.237063
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.513553
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.526183
‡(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.53945
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.553355
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.567873
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.583032
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.598924
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.615464
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.632681
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.650641
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.669317
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.688713
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.708921
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.72989
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.751653
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.774245
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.797703
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.822006
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.847187
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.873288
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.900346
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.928401
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.957401
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.987448
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.018584
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.050821
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.08417
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.118706
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.154443
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.191458
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.229768
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.512623
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.525249
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.538483
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.552356
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.566869
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.582054
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.597912
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.614417
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.631631
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.649586
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.668227
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.687647
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.707822
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.728785
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.750541
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.773098
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.796551
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.820817
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.845993
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.872087
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.899139
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.927157
…(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.95612
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.98619
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.017288
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.049486
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.082826
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.117353
(347.87, 7.15, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.153052
