¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16547
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84232
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13631
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39673
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66915
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95436
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25319
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6411
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15102
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80458
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53451
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.838778
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.000391
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172218
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35511
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5502
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758656
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981916
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22156
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479342
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75745
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058276
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38468
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740025
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1282
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553989
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.023
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54209
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11963
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76598
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49408
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32041
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83376
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19615
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47089
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74619
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0345
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33664
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75384
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27129
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86949
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59499
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826275
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.987153
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158138
¸(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340123
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534221
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741607
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963634
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20192
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458265
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734682
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033679
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357983
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710896
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096371
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519057
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984462
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49943
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07208
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71264
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43387
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25185
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82689
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18889
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54778
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8261
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1176
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42315
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8705
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39581
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95967
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65865
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.814017
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974144
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144318
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.325422
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518537
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724836
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945715
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182708
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437535
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71235
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009469
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331761
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682343
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065171
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484782
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946737
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45756
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02547
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66043
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37498
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18489
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82171
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18342
¸(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56682
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90889
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20378
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51286
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99121
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52468
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0976
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72552
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.801961
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961362
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130741
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310954
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503131
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708391
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928089
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163757
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417213
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69043
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985805
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30601
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654337
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034587
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451257
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909714
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4166
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97987
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60938
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31736
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11945
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81811
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17966
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56284
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96961
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29304
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61047
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11604
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65803
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23813
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78782
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.79011
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948796
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117385
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296768
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487988
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692204
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910776
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145241
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397269
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668898
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962495
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280752
¶(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626887
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004576
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41832
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873498
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37651
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93523
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55938
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26104
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05548
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81622
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17764
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5607
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96737
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3855
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73156
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2452
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78366
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35451
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88095
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77845
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936452
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104259
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282801
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473125
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676331
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893805
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127006
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37767
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647805
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939682
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256022
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599949
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975162
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386086
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837982
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33722
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89153
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51048
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20596
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99295
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81596
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17737
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56043
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96706
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39942
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8537
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35728
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89645
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47512
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99217
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.767007
°(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924329
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091373
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269134
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458517
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660765
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877145
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10911
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35846
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6271
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91731
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231766
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573556
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946352
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35454
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803233
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29876
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84878
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4627
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15214
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9319
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81732
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17881
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56196
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96869
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46733
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96356
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4667
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01328
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60009
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10761
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755779
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91242
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07874
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255673
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444206
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645472
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860771
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091592
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339601
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60678
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895352
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207965
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547693
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918134
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323578
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769204
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26116
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80695
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4159
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09953
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87223
µ(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75258
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18203
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56537
(360.45, 10.07, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07644
