¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(334.74, 7.13, 313.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.247053
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31009
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43162
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55511
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299732
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527632
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77392
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040645
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269974
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473796
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67555
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889718
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117451
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35997
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750049
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68261
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1649
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31696
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4752
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63997
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81165
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99066
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17739
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33237
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46538
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5891
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6855
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78529
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88861
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99554
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10624
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22086
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33952
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46239
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58962
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302822
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526895
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773067
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039707
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282177
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482603
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684878
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899617
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127924
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371133
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630661
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594056
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18854
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34136
„(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50041
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66607
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83865
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01862
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20633
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33917
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4723
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6104
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71358
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8139
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91772
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02521
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13651
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25168
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37095
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49444
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62232
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305872
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530188
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772102
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038707
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294694
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491778
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694597
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909922
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138876
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382795
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643097
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506967
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12259
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.367
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52693
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69348
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86702
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04797
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21882
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34749
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48083
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61912
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74345
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84431
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9487
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05677
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16866
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28443
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40435
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52856
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65714
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308909
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533455
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775665
„(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037643
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307523
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501362
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704729
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920683
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150331
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394943
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656068
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42135
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02533
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39394
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55476
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72225
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89683
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07883
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2284
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35728
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49087
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62943
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77312
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87655
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98153
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09024
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20274
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31922
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43983
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5647
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69404
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311936
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536736
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779167
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041409
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31889
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511339
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715334
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931888
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162248
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407629
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66958
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337182
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.929816
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42217
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58392
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75244
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92804
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11116
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23943
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36856
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50245
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64129
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7853
†(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91066
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01627
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12562
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23882
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35601
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47733
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.603
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73308
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314952
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539994
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782675
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045208
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313734
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515466
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726316
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943543
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174613
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420813
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683616
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254371
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836031
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45168
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61446
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78398
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96069
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12704
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25193
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3814
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51562
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65477
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79914
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94666
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05298
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16301
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27692
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39484
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51695
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64338
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77436
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317928
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543212
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786149
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048949
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309271
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509135
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724432
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953615
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187469
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434518
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69825
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173012
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743874
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39216
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64633
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81698
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99483
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14068
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26594
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3957
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5303
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66984
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8146
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9648
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09159
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20236
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31705
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43575
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55868
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68598
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81782
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320914
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546418
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789629
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052719
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30514
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503138
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718052
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946839
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190857
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44873
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713417
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045914
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653376
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28904
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6796
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85137
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03046
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15578
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2814
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41157
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54657
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68653
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83172
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98236
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13222
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24376
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35923
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47878
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60258
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73077
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86353
(334.77, 7.14, 313.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.32387
