¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡ (402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58993
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909216
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173112
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459149
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770136
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109417
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452024
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81844
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219536
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588387
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875038
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18095
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50802
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95125
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40733
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14239
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24784
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8317
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74102
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11195
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.42321
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.40451
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.38858
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.37542
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.36502
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.35737
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.35246
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.3503
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.35088
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.35419
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438398
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664985
”(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909229
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173113
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459152
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770101
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10941
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450905
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817223
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218171
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.566856
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.852163
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15656
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48199
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87988
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40125
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17097
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25023
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83162
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.54912
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.54488
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.54872
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58149
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.56542
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.55214
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.54165
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.53393
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.52899
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.52681
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.5274
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.53075
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438365
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664966
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909182
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173073
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459113
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770075
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109381
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449881
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816112
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200693
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546032
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83003
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13297
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4568
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80735
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42697
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20005
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25227
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83144
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.7199
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.71164
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.70618
„(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438324
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664971
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909134
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173051
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459046
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77005
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10932
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44897
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815113
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179111
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525925
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808647
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11019
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43249
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7777
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45321
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22968
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25402
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83122
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74042
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11115
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438298
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664923
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909107
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172988
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459011
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769968
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109278
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448156
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814201
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157981
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506523
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787999
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08824
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40905
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75259
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43122
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25983
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25546
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83091
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74004
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11069
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438245
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66484
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90904
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172944
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458952
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769894
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109184
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447418
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803988
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137252
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487801
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768133
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06701
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38644
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72844
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28966
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29053
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25656
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83053
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73957
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1101
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438206
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664785
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908979
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172862
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458855
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76983
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109091
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446779
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785204
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11692
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469767
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748942
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04665
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36466
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70515
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14926
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32177
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25734
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83007
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.739
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1094
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438122
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66472
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908921
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172763
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458764
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76971
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108991
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446258
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76673
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097015
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452435
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730518
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02699
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34374
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68276
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02771
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35356
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25779
…(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82955
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73836
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10859
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438033
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66462
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908827
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172686
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458673
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769599
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10887
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444024
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748646
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077489
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433432
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712812
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00814
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32362
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66127
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90822
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38591
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2579
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82895
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73761
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10767
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437979
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664551
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908716
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172591
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458549
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769479
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108726
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427576
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730942
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058372
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412767
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695837
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.990077
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30432
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64063
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78975
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4188
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25774
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82828
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73681
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10664
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437861
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664449
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90861
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172479
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458427
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769326
‡(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108559
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411474
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71359
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.039639
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392477
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679522
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972778
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28584
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62091
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67231
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45223
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25725
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82754
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73589
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1055
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437759
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664317
(402.06, 7.22, 366.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908469
