¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.060385
‚(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.558
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65687
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75927
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86526
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97498
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302325
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538212
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734861
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944789
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171607
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449014
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749989
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120684
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545249
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008265
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770628
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61991
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78491
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95685
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.136
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32282
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51779
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70066
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85179
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92427
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9994
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07778
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16026
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24571
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33423
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42593
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52081
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61912
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72089
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82624
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93528
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304424
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5383
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734966
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944889
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169426
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438794
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738869
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108051
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531244
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989543
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708517
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59949
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76384
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93501
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1134
‡(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29945
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48454
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65482
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82371
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89575
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97049
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04804
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12836
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21218
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30016
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39129
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48569
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58343
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6846
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78935
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89777
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.306481
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538495
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735181
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945137
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169689
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428686
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727865
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095376
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514639
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97082
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678551
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58029
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74396
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91445
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09214
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27736
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44181
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61071
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78641
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86905
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94342
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02053
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10051
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18333
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26916
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3587
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45258
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54978
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65042
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75457
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86241
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308402
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538898
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735575
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945533
†(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170158
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418624
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716975
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082632
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497799
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952108
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649387
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56221
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72528
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89512
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07212
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23953
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40068
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5683
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74267
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84409
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91813
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99489
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07446
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15691
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24236
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33087
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42252
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51813
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61825
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72189
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8292
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31027
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539385
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736125
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946139
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170748
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411556
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706195
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069798
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480974
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93336
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619389
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54531
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70781
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87706
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04737
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20127
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36124
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52762
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70069
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82087
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89458
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97101
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05022
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13235
‚(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21742
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30556
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39682
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49134
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58917
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69129
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79807
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312021
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54002
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736814
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946871
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171581
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412422
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6955
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056947
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464144
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914614
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588566
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52954
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6915
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86021
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01173
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16457
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3234
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48857
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6604
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79937
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87278
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9489
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02781
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10959
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19433
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28209
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37301
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46715
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56461
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66553
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76999
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313722
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540824
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737659
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947796
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172517
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413442
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684907
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042908
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447278
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895879
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556993
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51492
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6764
†(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83147
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9776
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12938
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28716
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45122
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62187
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77959
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8527
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92856
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00716
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08864
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17308
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26052
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35112
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44491
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54202
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64257
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74666
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31531
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541797
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738685
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948849
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173677
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414687
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674412
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027657
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430433
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877106
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524678
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50145
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65991
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79974
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94491
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09577
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2525
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41547
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58495
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76136
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83436
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90994
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98829
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06949
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15363
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24084
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33108
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42458
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52138
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62158
