¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
°(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.05088
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029344
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28245
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555642
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851298
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172348
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522097
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90453
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324303
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725366
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02158
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33799
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67533
½(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02578
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40178
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02762
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07883
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36317
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.37967
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.35464
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.33211
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.31207
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.29452
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.27943
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.2668
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.25661
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.24885
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.24353
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.24063
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.24016
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.20031
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794562
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029721
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282835
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556068
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851788
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172861
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522684
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905125
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324988
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704954
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999841
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31481
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65189
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00968
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38455
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08496
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99723
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.36382
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.33633
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.31136
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.28889
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.26891
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.25141
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.23635
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.22376
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.21359
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.20586
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.20055
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.19766
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.19719
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.15745
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79491
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03008
«(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283264
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556502
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852254
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173382
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523266
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90576
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325684
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.685223
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978827
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29238
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62793
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98776
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36817
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05202
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91673
(324.30, 7.37, 366.27) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 12.92562
(324.30, 7.37, 366.27) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 12.90401
(324.30, 7.37, 366.27) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 12.88439
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.24832
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.22839
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.21093
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.19592
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.18335
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.17321
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.1655
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.16021
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.15732
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.15685
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.11725
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795297
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030487
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2837
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556959
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852758
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173914
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523804
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906381
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326362
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666112
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958502
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27067
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60474
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96294
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34789
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9831
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83748
(324.30, 7.37, 366.27) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 12.82912
(324.30, 7.37, 366.27) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 12.80768
(324.30, 7.37, 366.27) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 12.78821
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.21037
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.19049
²(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.17307
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.15809
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.14555
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.13544
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.12774
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.12246
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.11959
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.11912
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.07961
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795642
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03087
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284104
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557409
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85326
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174466
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524418
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907004
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327105
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64764
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938821
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24973
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58232
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9389
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36341
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91511
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75929
(324.30, 7.37, 366.27) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 12.81894
(324.30, 7.37, 366.27) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 12.79721
(324.30, 7.37, 366.27) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 12.77746
(324.30, 7.37, 366.27) (348.08, 0.43, 383.34) (0.61, 0.87, 0.61) Tools 13.78818
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.15516
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.13778
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.12284
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.11033
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.10023
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.09256
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.08729
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.08442
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.08396
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.04453
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79602
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031275
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284523
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557865
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853749
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175015
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52501
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907675
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327805
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629813
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919867
¿(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22948
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56069
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9249
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41991
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94595
(324.30, 7.37, 366.27) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.54569
(324.30, 7.37, 366.27) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.52299
(324.30, 7.37, 366.27) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.50223
(324.30, 7.37, 366.27) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.4834
(324.30, 7.37, 366.27) (348.08, 0.43, 383.34) (0.61, 0.87, 0.61) Tools 13.79075
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.12239
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.10505
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.09014
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.07765
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.06758
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.05992
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.05466
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.0518
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.05134
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.01199
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796395
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031683
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284949
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558341
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854264
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175578
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525582
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908332
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328521
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612638
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901555
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20995
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53985
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97845
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47501
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00636
(324.30, 7.37, 366.27) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.35751
(324.30, 7.37, 366.27) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.33515
(324.30, 7.37, 366.27) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.3147
(324.30, 7.37, 366.27) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.379
(324.30, 7.37, 366.27) (348.08, 0.43, 383.34) (0.61, 0.87, 0.61) Tools 13.79334
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.09215
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.07484
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.05996
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.04749
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.03745
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.0298
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.02455
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.02169
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.02123
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.98196
«(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796777
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032098
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285417
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55881
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854762
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176111
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52619
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909027
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325811
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596033
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883915
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19117
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57073
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03307
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53121
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06804
(324.30, 7.37, 366.27) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.36939
(324.30, 7.37, 366.27) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.34665
(324.30, 7.37, 366.27) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.32583
(324.30, 7.37, 366.27) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.38112
(324.30, 7.37, 366.27) (348.08, 0.43, 383.34) (0.61, 0.87, 0.61) Tools 13.79597
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.06442
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.04714
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.03228
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.01984
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.00981
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.00218
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.99694
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.99409
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.99363
(324.30, 7.37, 366.27) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.95443
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79713
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032501
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285857
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55928
(324.30, 7.37, 366.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855305
