°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ù (430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.688507
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.94524
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.938101
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.931574
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.925654
û (430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.920336
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.915615
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.91149
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.907955
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.90501
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.90265
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.900876
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.899685
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.899077
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.89905
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.899606
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.900744
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.902466
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.904772
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.907664
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.911145
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.915217
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.919883
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.925147
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.931013
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.937484
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.944567
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.952266
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.960588
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.168849
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.991657
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.983279
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.975526
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.968396
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.961881
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.955977
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.950679
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.945984
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.941888
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.938387
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.93548
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.933163
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.931436
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.930295
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.929743
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.929777
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.930398
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.931606
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.933402
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.935787
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.938764
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.942333
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.946499
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.951264
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.956632
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.962607
ü (430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.969193
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.976396
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.984221
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.992673
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.201924
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.022981
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.014603
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.006855
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.999733
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.993232
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.987346
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.982071
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.977402
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.973337
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.969872
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.967005
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.964733
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.963055
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.96197
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.961476
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.961574
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.962263
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.963544
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.965418
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.967886
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.97095
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.974613
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.978878
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.983746
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.989223
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.995311
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.002017
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.009344
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.0173
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.025888
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.236104
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.055377
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.046999
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.039258
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.032147
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.025661
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.019794
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.014544
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.009904
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.005872
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.002445
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.999621
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.997397
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.995771
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.994743
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.994311
ù (430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.994476
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.995236
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.996594
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.99855
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.001105
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.004262
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.008022
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.012389
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.017365
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.022955
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.029163
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.035994
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.043452
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.051544
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.060275
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.271424
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.088882
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.080507
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.072773
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.065673
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.059204
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.053359
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.048134
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.043525
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.039529
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.036143
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.033364
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.03119
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.02962
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.028652
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.028286
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.02852
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.029357
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.030795
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.032836
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.035483
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.038735
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.042598
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.047072
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.052162
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.05787
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.064203
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.071164
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.078758
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.086992
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.095872
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.304398
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.12353
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.115159
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.107434
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.100348
£ (430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.093897
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.088075
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.082879
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.078303
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.074346
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.071003
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.068272
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.066151
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.064639
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.063735
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.063437
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.063746
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.064661
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.066184
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.068316
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.071058
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.074412
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.078381
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.082967
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.088175
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.094008
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.100471
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.107568
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.115305
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.123688
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.132723
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.333768
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.159363
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.150997
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.143282
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.136211
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.129781
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.123985
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.118819
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.114279
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.110362
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.107065
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.104386
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.102322
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.100872
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.100034
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.099809
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.100195
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.101194
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.102806
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.105032
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.107874
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.111334
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.115415
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.120119
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.125452
ü (430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.131413
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.138012
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.145252
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.153138
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.161676
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.170874
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.36387
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.19642
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.188061
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.180358
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.173306
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.166897
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.161129
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.155995
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.151495
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.147621
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.144373
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.141748
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.139744
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.138359
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.137592
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.137443
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.137911
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.138998
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.140704
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.143029
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.145976
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.149547
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.153745
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.158573
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.164033
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.170132
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.176874
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.184262
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.192303
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.201005
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.210371
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.394722
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.42276
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.226395
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.218706
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.211673
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.20529
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.199551
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.194454
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.189993
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.186167
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.182971
