¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ä(421.96, 8.79, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53592
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0879
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.043
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34975
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01199
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945453
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301853
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656548
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02428
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4227
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86533
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32856
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83784
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37516
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90534
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47306
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04988
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66224
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30798
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05542
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97968
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25371
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96474
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915419
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269208
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629482
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994955
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3909
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82167
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28524
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79035
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33589
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86247
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42511
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0067
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61508
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27921
‰(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02371
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91706
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15835
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91706
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4638
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885369
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236618
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602527
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.965826
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35929
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78677
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24223
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74326
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29293
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82015
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37781
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96427
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56877
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24083
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99279
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85513
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07154
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86014
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30646
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855415
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204109
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575726
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936839
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32785
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75258
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20324
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69659
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24166
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77837
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33118
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92262
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52331
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19362
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96262
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79397
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00304
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72303
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.14565
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825503
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171667
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547555
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908022
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29661
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71863
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16984
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65031
ˆ(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19079
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73717
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28524
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88174
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47874
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14727
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91699
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74695
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93523
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60418
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98171
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795662
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139266
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512335
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879403
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26556
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68486
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13666
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61297
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14041
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69647
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23993
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83314
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43497
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10163
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86652
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71526
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86811
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49271
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81475
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765878
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106999
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47721
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850929
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23472
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6513
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10382
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57711
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09445
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65632
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19531
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78431
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39207
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05689
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81699
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66052
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80176
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38186
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64504
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736152
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074774
‡(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442177
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82263
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20409
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61802
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06864
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54158
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05556
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61608
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15138
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73622
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34998
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01286
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76832
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60643
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73607
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27155
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38838
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706527
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042656
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407276
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794556
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17364
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58494
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03258
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50636
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01701
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57433
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10804
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68884
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30869
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96968
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72055
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55331
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65979
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16186
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99861
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676947
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01067
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372496
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766093
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14342
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55209
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99677
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47145
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97882
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53121
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06863
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6422
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26825
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92721
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67364
„(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50121
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58316
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05276
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66446
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647456
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978724
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337798
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728318
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11337
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51948
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96123
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43683
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94095
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48872
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03183
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59825
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2241
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88555
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6276
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45011
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50738
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93133
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46583
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618093
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946909
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30326
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69067
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08357
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4871
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92593
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40257
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90348
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44667
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99562
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55872
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17507
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84466
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58245
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39997
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43248
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82495
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2679
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590943
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915203
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268831
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653193
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05394
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45495
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89093
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36669
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86632
†(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40518
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96002
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51989
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13252
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80453
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53816
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3508
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37584
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73797
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07079
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564724
(422.33, 8.83, 364.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885725
