¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
”(419.42, 8.38, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28579
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1582
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63826
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16832
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74136
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36425
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02215
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67262
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36222
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05795
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83455
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71485
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79531
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38696
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97993
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992635
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355162
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749701
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18052
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64358
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59656
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11772
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6849
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30196
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97193
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61689
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30676
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00404
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77701
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67721
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71593
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25721
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80895
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959851
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.319563
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71083
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13803
‚(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59678
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08211
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55518
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07238
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63251
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24032
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.916
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56201
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24644
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95112
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72044
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6171
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63745
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12888
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6017
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927135
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.284013
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672084
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0956
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55019
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04203
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51413
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02743
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58834
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1793
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8484
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50794
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18704
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89924
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66488
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55528
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55703
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01488
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39669
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894501
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248536
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633463
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05335
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50383
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99105
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47335
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9828
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54154
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13071
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78154
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45471
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12854
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84834
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61027
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49456
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49127
„(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92543
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19387
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861929
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213197
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594954
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01127
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4577
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9404
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43294
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93855
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49293
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08309
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72393
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4023
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07097
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79844
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55666
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43496
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42651
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83242
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99335
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829441
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177914
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55654
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969316
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41181
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88999
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39281
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89466
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44468
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03592
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67188
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35285
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01431
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74479
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50399
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37649
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3627
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72975
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81648
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797065
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142803
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518293
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927529
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36618
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83992
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35299
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85114
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3969
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98922
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62036
„(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30389
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96006
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68333
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45229
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31902
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29981
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62835
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65729
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76475
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107759
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480188
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885868
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32076
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7901
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30588
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80795
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34954
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94296
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56938
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24762
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91181
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62368
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40154
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2627
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2379
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52819
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47425
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732546
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072838
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442179
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844402
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27564
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7406
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25136
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76517
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30259
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89342
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51896
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19206
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86433
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57145
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35172
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20737
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17689
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42938
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.29189
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70045
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038071
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404363
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803115
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23079
€(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6914
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19718
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72272
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25603
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84217
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46909
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13727
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81772
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52015
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30282
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15316
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11683
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3371
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11183
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66849
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00339
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36668
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762025
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1866
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64251
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14338
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68067
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20991
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7914
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41972
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08322
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77183
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46974
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2522
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09995
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05768
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26965
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96534
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636593
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96885
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329142
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721146
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14653
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59483
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08997
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63657
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16421
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74113
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37093
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02992
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71778
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4202
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19738
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04779
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98758
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20324
…(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84662
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56498
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604851
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.934461
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291779
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680381
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10449
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55119
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03839
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57799
(420.36, 8.59, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11898
