¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
“ (432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650189
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4872
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49233
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.65692
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.00289
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.58251
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.51148
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.84063
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.58029
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.245021
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.406266
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.577156
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763313
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.963247
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.178506
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410881
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659763
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921819
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.207442
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.52137
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.864414
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239474
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.655052
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.114841
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.628927
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20194
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8718
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63794
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50436
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51242
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67902
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.02716
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.61185
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.54763
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.8955
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.65468
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.250056
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.410948
š(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.58236
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.768892
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969242
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184967
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417862
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665886
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.928457
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.214778
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.529384
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.872938
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.24891
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.66549
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.126344
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.64179
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21556
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88564
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65327
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5221
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53317
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70191
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05248
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.64246
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.58538
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.95251
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.73203
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.255164
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.415729
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.587656
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.77457
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975347
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191545
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42497
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.672175
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.935273
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.222303
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.537602
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.881693
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.258594
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.676205
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.138157
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.655005
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22951
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89993
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6691
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54041
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5546
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7256
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07886
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67436
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.62472
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.01169
›(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.81238
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.260022
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.420608
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.593044
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78035
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981559
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19824
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432205
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.678629
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942268
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.230011
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.546024
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.890678
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.268532
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.6872
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.150284
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.667536
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2438
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91468
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68542
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5593
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5767
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75009
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10629
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70754
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.66566
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.07306
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.89577
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.264686
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.425584
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.598526
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786228
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987878
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205051
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439567
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.685246
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949441
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237906
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.554649
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.899898
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.27872
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.698442
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.162724
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.68038
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25842
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92988
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70223
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57876
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59949
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77539
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13479
¢(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.74203
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.70824
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.13664
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.269442
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.430657
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.604101
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.792207
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994306
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211978
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447056
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.692029
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956794
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.245987
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.563478
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.909348
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.289159
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.709895
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.175476
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.693616
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27338
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94553
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71954
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5988
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62296
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80149
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16435
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.77783
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.75245
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.20247
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.274288
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.435826
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.609767
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798285
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.00084
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219023
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454028
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.698973
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964324
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254252
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572511
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.919031
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.299851
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.721632
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.188542
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.707249
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28867
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96164
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73735
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61942
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64711
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82841
¢(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.195
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.81494
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7983
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59267
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.279224
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.441092
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.615525
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.804461
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007482
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226183
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460604
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.706082
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972033
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.262704
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.581747
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.928946
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.310795
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.733654
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.201923
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.721278
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3043
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9782
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75566
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64063
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.67196
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85614
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22672
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85338
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.84582
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6489
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.284251
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.446456
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.621374
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810737
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.01423
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.233458
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467331
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.713356
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.979921
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.271342
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.591188
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.939096
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.321991
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.745958
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.215619
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.735705
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32027
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99522
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77446
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66242
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6975
¨(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8847
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.25955
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.89316
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.89502
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70743
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.289368
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.451916
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.627315
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.817109
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021083
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240848
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474211
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720794
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.987987
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.280165
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.600833
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.949476
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.333438
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.758551
(433.28, 15.13, 248.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.229633
