¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.60352
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.631324
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.623766
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.616782
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.610367
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.604515
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.599226
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.594487
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.5903
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.586662
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.583572
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.58102
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.579017
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.577549
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.57662
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.57623
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.577704
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.585086
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.599112
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.766101
ê(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.750271
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.735131
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.720667
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.706873
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.693737
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.681238
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.669371
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.658135
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.64751
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.63749
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.628071
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.619242
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.610997
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.603328
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.596234
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.5897
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.583731
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.578317
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.573457
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.569144
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.565374
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.562148
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.559462
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.557313
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.555701
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.554621
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.554078
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.555403
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.562239
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.575175
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.753487
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.737566
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.722337
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.707787
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.6939
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.680673
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.668085
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.656131
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.644798
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.634079
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.623967
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.614448
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.605523
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.597181
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.589412
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.582214
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.575579
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.569505
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.563985
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.559014
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.554592
ç(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.550709
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.54737
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.544568
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.5423
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.540565
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.539365
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.538696
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.539922
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.546414
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.558683
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.746677
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.730657
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.715329
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.700679
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.686696
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.673367
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.660681
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.648631
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.6372
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.626386
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.616172
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.606559
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.597536
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.589094
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.581227
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.57393
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.567196
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.561018
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.555397
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.550326
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.545799
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.541812
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.538366
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.535458
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.533084
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.531239
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.529928
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.529146
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.530305
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.536607
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.548484
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.745354
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.729216
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.713772
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.699008
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.68491
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.67147
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.658673
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.646511
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.63497
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.624048
ê(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.61373
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.604013
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.594882
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.586335
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.578363
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.570962
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.564123
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.557846
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.552121
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.546943
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.542315
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.538226
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.534676
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.531665
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.529186
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.527238
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.525821
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.524932
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.526052
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.532269
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.543989
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.749473
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.733189
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.717605
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.702702
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.688471
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.674897
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.661971
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.64968
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.638017
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.62697
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.616529
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.60669
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.597443
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.588779
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.580693
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.573178
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.566226
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.559835
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.553998
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.548715
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.543977
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.53978
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.536125
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.533006
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.53042
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.528364
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.526846
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.525853
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.526955
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.533195
ì(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.544944
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.759244
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.742785
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.727028
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.711961
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.697563
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.68383
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.670748
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.658305
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.646491
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.635299
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.624716
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.614735
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.60535
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.596549
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.588335
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.580686
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.573611
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.567093
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.561134
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.555728
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.550868
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.546555
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.542783
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.539549
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.53685
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.534686
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.533053
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.531951
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.533061
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.539419
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.551408
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.775195
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.75852
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.742549
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.727269
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.712671
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.698742
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.685465
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.672835
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.660838
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.649471
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.638713
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.628564
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.619013
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.610054
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.601676
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.593879
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.586647
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.579985
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.573884
ê(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.568335
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.563338
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.558891
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.554986
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.55162
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.548795
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.546507
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.544751
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.543529
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.544661
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.551267
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.563734
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.798306
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.781345
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.765102
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.749559
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.734701
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.72052
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.707002
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.694136
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.68191
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.670319
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.659343
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.64898
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.639228
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.630065
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.621495
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.613503
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.606092
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.599249
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.59297
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.587252
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.582086
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.577476
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.573413
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.569894
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.566916
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.56448
