¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.58673
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33097
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98932
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89583
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68018
…(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6237
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40067
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43018
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2588
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40142
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54939
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70292
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86205
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.007459
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23489
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481237
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748892
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040728
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360052
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699042
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08141
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511189
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990655
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523275
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16515
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94674
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69169
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27853
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92947
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82952
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62872
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61596
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24252
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22622
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92378
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06213
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20567
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35466
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50913
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66931
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83531
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016764
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244984
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49217
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760801
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053719
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371201
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710745
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095035
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526329
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007608
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536205
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18334
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96786
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64443
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22702
ˆ(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87221
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89692
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52875
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60698
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08849
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05809
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60118
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73546
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87489
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01953
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16959
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32516
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48645
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65356
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82673
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026042
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255026
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503088
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772674
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066719
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381822
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722406
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108553
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541391
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024469
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549066
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20115
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98858
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59703
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17637
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81597
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9641
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16771
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22367
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31375
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40755
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87258
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42468
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56009
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70065
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84646
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99767
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15445
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31697
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48532
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65976
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03527
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265021
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513935
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784489
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079613
†(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392385
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734003
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122031
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556361
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041215
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561833
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21865
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00898
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55042
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12661
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76074
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03107
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82052
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96962
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05694
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14795
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24275
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34135
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11191
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4003
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54224
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68949
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84214
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00041
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16443
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33432
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04445
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274943
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524748
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796248
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090342
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402929
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745601
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135356
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57124
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053003
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574515
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2358
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97025
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50456
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07774
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70653
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09782
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48643
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72483
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80953
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89785
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98987
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08561
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18522
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28877
ˆ(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39637
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39248
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54126
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6955
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85531
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02098
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053615
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284856
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535469
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807988
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099913
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413456
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757115
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148623
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586007
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064228
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587144
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25263
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92934
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45943
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02971
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65325
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16432
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18264
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48879
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57104
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65681
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74617
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83923
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93606
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03676
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14138
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25006
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36289
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02873
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55756
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71909
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06274
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.294705
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546194
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819624
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109455
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423882
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768609
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161779
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600668
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075359
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599638
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26905
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88904
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41501
„(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98255
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70283
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23051
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89028
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26118
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34104
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4244
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51125
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60174
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69593
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79388
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8957
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0015
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11135
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22536
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34362
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46629
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071769
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304523
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556838
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830309
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118971
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43427
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780058
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174828
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61523
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086432
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612061
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28511
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8494
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37139
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93625
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75972
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28899
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60807
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93797
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11921
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20025
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28476
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37278
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46446
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55982
(334.95, 7.14, 313.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65897
