¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(334.62, 7.47, 359.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.60957
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.701816
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.081193
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.505087
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.939509
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.406112
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.923166
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51709
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18587
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97825
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89011
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02321
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17698
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51761
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00423
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35253
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.60513
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.58248
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.56308
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.54693
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.53402
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.52434
½(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.51787
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.51462
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.51458
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826365
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026741
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.242352
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490141
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763307
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061578
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.36981
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703424
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.08373
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.507904
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.943645
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.410548
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.928117
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52227
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19114
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98307
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89377
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02196
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18875
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.56082
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99926
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34636
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.56644
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.54383
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.52447
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.50836
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.49548
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.48582
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.47936
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.47612
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.47609
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826121
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026479
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.242071
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490744
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763964
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062297
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.371276
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.705028
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.086217
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.510668
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.947858
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.415083
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.933179
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52753
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19653
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98784
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89751
ä(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02075
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20065
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60417
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9946
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34051
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.5311
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.50853
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.48921
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.47313
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.46027
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.45063
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.44419
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.44096
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.44093
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825886
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026227
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241799
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49129
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764557
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062946
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.372739
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.706636
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.088651
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.513372
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.952154
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.419717
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.938352
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53286
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20203
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99258
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90134
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01957
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21269
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64765
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99022
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33504
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.49908
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.47655
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.45726
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.4412
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.42837
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.41875
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.41233
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.40911
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.40908
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.82566
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025983
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241538
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491776
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765089
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063528
È(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374201
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.708238
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.091033
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.516021
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.956531
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.424449
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.943631
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53825
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20764
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99726
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90525
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01842
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22487
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69127
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98617
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32997
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.47035
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.44786
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.4286
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.41257
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.39976
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.39015
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.38375
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.38053
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.38051
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825445
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025752
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241288
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492204
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765555
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064037
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375665
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.709839
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.093366
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.518612
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.960988
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.429281
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.949025
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54371
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21337
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00191
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90925
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01732
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23719
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.735
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98235
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32522
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.44491
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.42244
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.40321
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.38721
È(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.37441
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.36482
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.35842
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.35522
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.3552
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825238
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025529
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241319
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492574
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765958
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064481
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.377123
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.711713
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.095642
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.521143
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.965523
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.434211
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.954526
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54923
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21921
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00651
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91333
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01625
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24964
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77884
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97886
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32083
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.42272
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.40028
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.38107
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.36508
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.35231
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.34272
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.33634
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.33314
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.33313
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825038
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025315
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241607
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492887
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766299
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064852
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.37858
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.713726
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.097868
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.523615
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.97014
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.439237
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.960138
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55482
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22516
á(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01106
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91749
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01522
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26223
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.06903
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97566
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31686
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.40377
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.38135
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.36216
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.34619
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.33343
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.32386
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.31748
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.31429
(334.39, 7.49, 360.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.31427
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824851
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025113
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.24184
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49314
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766576
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065156
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.380034
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71569
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.10004
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.526029
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.974835
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.444361
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.965856
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56048
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23123
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01476
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92174
(334.39, 7.49, 360.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01423
