¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(385.91, 13.84, 254.52) (417.67, 7.69, 236.60) (2.02, 1.40, 1.75) Tools 20.85847
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748845
·(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170527
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636442
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15381
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73153
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38083
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10915
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93375
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93253
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11167
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60206
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33014
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59418
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60388
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227572
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432242
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651839
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88804
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139086
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405963
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695354
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016294
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366413
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749911
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171718
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637729
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15524
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73316
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38261
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11773
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94403
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94807
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13484
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61039
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34032
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61526
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6316
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.896444
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430929
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650434
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886525
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136844
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40353
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696254
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017233
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367502
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751101
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173004
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639168
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15683
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73493
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38463
¨(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11997
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.957
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96379
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15815
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61898
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35081
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63646
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6595
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.844904
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.084986
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649096
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88508
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134654
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401914
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697213
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018301
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368627
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752352
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.174377
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640709
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15855
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73686
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38681
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12244
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96696
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97976
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18167
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6278
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37112
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65965
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68762
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.844993
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.035891
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272632
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883708
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132582
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402903
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698291
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019451
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369909
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753755
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17591
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642387
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16043
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73896
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38917
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12512
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97242
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99599
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20282
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63684
˜(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40615
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69212
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71589
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845128
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036035
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240795
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460771
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131345
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403944
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699402
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020711
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37123
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755227
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17754
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644198
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16243
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74121
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39174
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12804
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97806
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00486
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21054
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64615
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44151
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70641
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74436
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845309
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036229
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241003
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.461293
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697754
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405063
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700642
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022024
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372692
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756798
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179277
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646123
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16459
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74361
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39443
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13109
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98383
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01156
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21852
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65568
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47709
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72267
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.773
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845537
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036472
ÿ(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241265
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.461874
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69838
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953938
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701887
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023421
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374225
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758476
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181147
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648162
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16684
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74617
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39734
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13437
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98973
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01846
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22667
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66546
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51291
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74453
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80182
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845811
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036766
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241579
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462516
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699073
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.954686
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.232854
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.657059
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375847
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760268
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183098
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650353
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1693
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74892
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40039
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13785
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99576
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02554
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.235
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67858
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54898
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76653
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83082
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.84613
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.037108
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241946
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463216
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699829
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.955879
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.234219
î(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.536412
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.866166
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762165
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185195
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652666
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17185
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75177
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40363
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14156
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00197
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03273
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24352
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69267
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58529
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78867
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85998
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.846497
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.037499
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.242726
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463978
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.700651
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957649
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.235657
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.537978
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.867876
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.229259
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.62677
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655104
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17455
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75478
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40704
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14542
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0083
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04013
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25221
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70682
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60322
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81091
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88929
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.846907
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.037941
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243985
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464797
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.701535
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959042
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.23717
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.539626
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.86967
(386.97, 13.86, 253.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.231227
