¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
™(383.22, 14.59, 305.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.639215
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225561
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324657
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427894
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535601
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647947
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.304811
¸(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.353877
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.404796
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.457569
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.512305
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.569096
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.628023
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.689221
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.75275
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.818753
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.887387
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.958733
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.032947
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.110223
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.190663
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.274503
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.370077
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.472356
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.55185
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.629924
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.711033
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795423
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883233
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974439
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062976
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155103
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251011
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350906
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45504
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563625
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676973
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.305899
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.355046
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.405962
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.458771
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.513546
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.570362
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.629318
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.690546
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.754131
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.820206
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.888864
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.960233
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.03453
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.111848
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.19236
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.276812
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.374761
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.477227
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563323
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.641737
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.723225
¸(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.807978
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.896173
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988032
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083711
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180815
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27754
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378316
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483379
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592899
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707284
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.307387
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.356553
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.407512
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.460391
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.515199
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.572064
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.631097
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.692364
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.756016
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.822125
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.890829
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.962288
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.036648
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.114034
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.194593
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281942
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380086
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.482779
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57555
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.654314
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73621
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.821371
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910009
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002275
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098422
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198625
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303152
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40692
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512887
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623478
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738893
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.309258
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.358469
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.409507
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.462403
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.51727
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.574241
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.633297
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.694641
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.758348
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.824535
´(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.89335
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.964882
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.039285
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.116789
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.197448
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.287627
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.386013
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.488945
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.588534
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.6677
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.749966
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835593
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.92466
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017439
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.114052
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214786
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319844
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429509
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543687
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655303
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771831
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.304453
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.360767
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.411877
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.46485
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.51978
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.576783
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.635953
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.697366
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.761178
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.827432
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.896341
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.967986
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.042501
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.120071
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.200869
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.293918
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.39254
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.495735
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.602291
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.68184
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764567
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.850624
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940217
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033456
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130644
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231934
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337596
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447855
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563053
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68347
¹(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806177
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.297615
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.363478
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.414648
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.467692
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.52271
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.579819
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.63904
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.700577
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.764477
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.830846
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.899825
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.971593
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.046251
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.123971
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.206249
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.300817
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.399709
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.503193
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.611585
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.69681
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.779987
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.866546
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956612
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050399
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148157
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250016
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356326
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467252
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583168
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704283
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831007
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.291102
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.366582
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.417823
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.470946
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.526088
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.583286
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.642597
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.70424
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.768248
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.834751
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.903874
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.975741
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.050525
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.128363
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.213426
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.308297
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.407475
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.511293
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.620018
¶(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.712594
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.796227
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883299
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973907
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.068268
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166579
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269119
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376082
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48774
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60435
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726267
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853853
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.284848
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.362875
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.421385
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.474614
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.529854
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.58715
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.646623
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.708365
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.772491
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.83913
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.908409
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.980451
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.055365
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.133397
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.22122
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.316354
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.415862
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.520019
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.629113
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.729155
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.813323
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900938
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992102
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087068
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186036
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289214
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396882
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509259
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626666
(383.82, 14.54, 305.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749433
