¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(355.19, 9.48, 317.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58634
ë(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668177
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065025
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494014
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.929876
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39191
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90073
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.925625
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.067059
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.217654
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.770727
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959166
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161299
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378627
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601704
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824792
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065404
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325042
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605673
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909889
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240755
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601842
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996731
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418964
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839805
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29312
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79193
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34334
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.905929
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.046126
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.195368
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.744944
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931576
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131731
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346847
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564795
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787842
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024868
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280173
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555942
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855268
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181332
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536943
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926303
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3456
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752006
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19695
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68607
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22628
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.8865
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.025484
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.173399
æ(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.331105
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904408
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102582
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314635
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526812
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751531
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985851
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238194
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510592
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805488
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125745
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474766
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856787
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267132
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666462
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10327
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58314
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11255
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.86734
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.005132
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.151744
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.30802
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877613
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.073861
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279809
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489495
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714719
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947577
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197022
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46612
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757348
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073502
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417766
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794106
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190637
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583086
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01211
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48297
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00203
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.577
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.848445
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.985066
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.130398
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.285273
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.450627
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045577
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245598
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452854
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675357
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910025
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15658
â(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42251
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710166
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022271
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361989
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733136
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115982
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501853
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.923295
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38551
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8946
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45795
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09207
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36071
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.829813
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.965287
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.109364
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.262861
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.426702
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017678
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211987
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416848
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636729
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873202
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116951
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379781
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663956
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972135
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307413
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67347
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043213
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42264
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836817
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29068
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79015
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34233
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96435
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67223
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47124
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38011
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38226
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.811444
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.94579
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.088636
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.240783
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.40314
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.576739
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178937
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381482
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598763
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83243
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078098
İ(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337895
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618658
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923027
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253963
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615103
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972227
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345448
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752583
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19838
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68859
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23006
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84043
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53314
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31409
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20106
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38187
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4409
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.793335
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.926575
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.068211
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.219035
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.379938
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551933
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146457
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34672
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5615
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792357
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039977
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296848
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574273
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874925
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20168
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558027
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90299
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2702
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670553
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10856
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58982
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12094
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72014
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39831
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1619
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02799
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38334
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44265
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.775486
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.907639
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.048089
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.197615
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.357091
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.527516
ì(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.710021
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312611
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524924
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753056
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998789
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256607
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53082
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827826
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150457
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502219
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835451
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196858
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590603
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02113
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4938
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01495
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60335
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2676
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01459
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86063
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3868
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44656
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.757895
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.88898
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.028268
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.176518
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.334598
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.503483
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.684289
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279094
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489018
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714481
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957265
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21713
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488239
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781712
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100397
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441638
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769532
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125368
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512739
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936029
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40035
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91196
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48994
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14079
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87188
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69878
(355.65, 9.48, 317.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39212
