°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34756
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.953572
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.348399
Ä(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.790249
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.277653
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.823786
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45703
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17392
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99221
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82198
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9799
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35224
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.45177
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.43122
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.41289
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.39675
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.38278
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.37099
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.36136
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.35388
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.34856
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.34537
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.34433
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.583405
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769897
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969751
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185404
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.41835
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.669769
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946739
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.250964
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.57632
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.946687
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340685
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.781603
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.267961
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.812915
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44371
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1576
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97216
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79491
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94804
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17495
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.44062
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.4201
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.40178
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.38565
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.3717
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.35992
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.3503
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.34283
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.33751
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.33433
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.33329
Ω(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.580557
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.766877
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.966503
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181852
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.414512
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665635
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.941658
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.245716
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.570575
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.939509
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.333163
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.773056
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.258379
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.80217
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43055
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14146
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95234
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76811
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91655
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96296
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.43165
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.41114
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.39283
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.37672
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.36278
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.35101
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.34139
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.33393
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.32862
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.32544
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.3244
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.57774
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763892
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.963295
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.178341
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410716
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661551
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.936607
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.240531
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.564895
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.932246
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.325729
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.764608
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.248905
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.791552
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41753
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1255
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93274
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8617
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88541
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91051
Ù(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.42484
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.40435
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.38605
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.36994
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.35601
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.34425
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.33464
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.32718
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.32187
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.3187
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.31766
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.574954
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.760944
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960127
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174869
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406964
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65752
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.931592
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.235408
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.559284
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.925025
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.318382
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.756258
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239543
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.781061
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40467
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10974
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91338
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83782
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8547
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88863
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.4202
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.39971
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.38142
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.36532
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.3514
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.33964
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.33003
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.32258
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.31727
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.3141
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.31306
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.572197
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758033
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956999
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.17144
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403257
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653537
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926607
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.230349
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.553745
Ó(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.917845
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.311126
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.748011
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.230295
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.770699
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39196
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09416
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89424
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81423
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82434
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86806
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.41772
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.39723
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.37894
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.36285
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.34892
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.33716
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.32757
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.32011
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.31481
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.31164
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.3106
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.569473
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.75516
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953909
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16805
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.399595
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.649608
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921657
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225353
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.548274
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.910706
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.303957
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.739864
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.2212
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.760466
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37941
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07877
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87534
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79093
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79436
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84876
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.41739
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.3969
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.37862
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.36252
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.3486
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.33684
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.32724
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.31979
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.31448
¿(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.31131
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.31027
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.566779
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.752322
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95086
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164702
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.395976
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645728
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916738
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.220059
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.542872
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.903609
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.296879
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.731533
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.212221
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.750363
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36701
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06357
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85667
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76792
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76474
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83079
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.41921
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.39873
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.38044
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.36434
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.35041
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.33866
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.32905
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.3216
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.31629
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.31312
(330.42, 7.51, 367.02) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.31209
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.564119
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.749524
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947853
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161396
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392404
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641902
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912439
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.214722
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.537545
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.896558
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.289892
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.723284
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.20336
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.74039
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35477
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04855
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83824
(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7452
˝(330.42, 7.51, 367.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73552
