¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(423.63, 14.83, 246.57) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.735106
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14538
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350433
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570656
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807753
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063686
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340758
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641662
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969491
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328045
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726805
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206064
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742581
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34714
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88422
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35037
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83451
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35256
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14594
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77362
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28652
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49204
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2014
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144353
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349345
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569472
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806477
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062312
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339268
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640034
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967723
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325393
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716953
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19033
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724896
¹(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32715
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88473
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35094
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8528
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37254
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06413
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72661
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19835
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32215
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63789
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142678
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348263
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568336
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805239
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060979
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337828
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638457
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966014
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320212
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708714
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.174595
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707236
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30718
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88582
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35213
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86202
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39338
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97994
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6801
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14265
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15582
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14901
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95423
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139323
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347245
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567227
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80405
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059684
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336435
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636939
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961362
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31511
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703102
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162086
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689586
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28722
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88743
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35391
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86397
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41512
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86033
¶(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63407
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08756
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99303
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00173
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13576
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135987
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344293
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56616
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802892
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058452
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335069
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633362
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956768
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310074
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697577
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152541
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671944
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2673
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88964
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35629
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86657
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42683
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69897
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58852
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03306
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77583
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9193
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89029
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.132677
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340734
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564431
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8018
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057258
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332454
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629216
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952251
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30513
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692148
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143029
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656467
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24739
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89239
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35928
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86986
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43043
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53914
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54347
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97922
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7103
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83791
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65079
¾(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129377
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3372
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560628
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800719
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055478
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328712
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625138
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9478
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300273
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686806
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133531
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645833
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2275
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89569
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36289
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8738
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43891
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38087
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49891
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92598
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64559
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75756
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41718
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126096
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333692
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556846
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797379
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052072
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325027
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621136
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943434
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295493
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681557
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124052
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635236
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20873
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87464
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36709
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87839
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47236
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.439666
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.409347
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.380617
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.353455
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67828
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31212
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.122858
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330204
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55311
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793309
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048724
Ş(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.321405
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617211
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93914
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29079
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67639
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114567
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.396295
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.367917
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.341101
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.315825
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.292067
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.26981
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.249039
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.229733
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.211881
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.000446
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60001
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21259
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119637
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326757
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549391
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789317
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045434
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317828
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613339
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934936
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286184
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671341
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105125
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.435301
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.406789
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.379846
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.354445
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.330574
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.308208
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.287333
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.267933
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.24999
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.674379
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52279
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11447
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116433
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323329
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545704
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785329
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04221
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314346
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60953
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930789
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281655
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666358
ì(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095682
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.476067
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.447412
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.420332
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.394806
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.370813
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.348335
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.327353
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.307851
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.289813
(420.81, 14.82, 246.56) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.372333
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44659
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01776
(420.81, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.113273
