¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(357.65, 9.91, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644738
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42534
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96429
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.429973
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.509139
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.591861
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.678394
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.769013
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.863921
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.963467
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.067904
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.17767
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.293068
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.414568
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.632343
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877933
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14684
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346792
ÿ(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552876
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773817
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01125
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2671
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543446
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862593
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74776
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05546
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59954
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11513
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51103
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93065
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42311
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95606
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52743
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08456
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.425417
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.5044
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.586971
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.6733
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.7637
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.858363
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.957644
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.061826
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.17129
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.286392
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.407578
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.550529
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788642
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049059
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280362
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481917
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697897
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929821
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179461
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448951
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740683
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56453
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86073
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53334
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1181
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57049
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99338
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49308
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03067
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60718
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20931
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.421199
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.500006
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.582385
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.668525
„(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.758688
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.853153
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.95221
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.056154
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.165329
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.280158
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.400994
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.528372
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702278
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.954559
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215805
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413057
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624208
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850848
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094587
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35746
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641806
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950172
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64479
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46936
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04887
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6325
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05925
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56604
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10846
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69503
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36639
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.41723
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.495905
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.578103
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.664067
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.754033
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.848315
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.94714
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.050824
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.159793
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.274333
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.394893
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.521953
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.655995
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.863244
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13104
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346114
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552668
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774209
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012343
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268907
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546165
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825594
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090951
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40765
‡(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98204
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60657
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13061
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64198
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20138
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80562
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52779
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.413564
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.492093
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.574117
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.659924
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.749734
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.843816
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.942424
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.045932
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.154642
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.26894
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.389241
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.515998
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.649762
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.791007
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034287
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281061
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483209
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699861
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932575
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18312
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436603
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674522
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92939
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253251
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91763
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53664
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20877
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73928
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30838
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92031
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66548
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.410204
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.488566
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.570464
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.656122
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.745769
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.839662
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.938091
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.041377
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.149907
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.263952
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.384014
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.510517
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.643952
€(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.784931
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940893
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216493
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415771
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627747
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855239
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0865
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30095
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529999
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775016
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037823
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449158
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49838
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28348
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84299
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4193
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03925
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80828
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.406948
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.48538
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.567136
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.652633
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.742126
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.835848
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.934144
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.03723
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.145535
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.259402
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.379237
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.505483
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.638699
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.779386
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928198
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117498
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350264
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55773
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769854
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964116
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170931
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391598
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627428
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880056
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151191
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65636
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35707
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9504
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53424
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16249
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95631
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.40164
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.482433
€(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.564084
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.649461
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.738813
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.832403
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.930532
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.03348
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.141581
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.255282
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.374916
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50094
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.633899
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774358
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.922865
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080132
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286608
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482184
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658925
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846602
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046268
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259032
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486216
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729238
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989834
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324038
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87601
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04387
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65329
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2903
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10974
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.396579
(356.69, 9.74, 320.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.479823
