¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
±(335.71, 7.29, 321.32) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.17189
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90945
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31367
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88062
(335.74, 7.35, 321.59) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.00101
(335.74, 7.35, 321.59) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.01408
(335.74, 7.35, 321.59) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.32551
(335.74, 7.35, 321.59) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.61266
(335.74, 7.35, 321.59) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.7111
(335.74, 7.35, 321.59) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.70258
(335.74, 7.35, 321.59) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.56068
(335.74, 7.35, 321.59) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.1506
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202993
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499716
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82312
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176976
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565657
˜(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990687
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38534
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817771
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29358
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81954
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35631
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93138
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.98074
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0709
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38575
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35341
(335.74, 7.35, 321.59) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.00089
(335.74, 7.35, 321.59) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.01618
(335.74, 7.35, 321.59) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.15659
(335.74, 7.35, 321.59) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.56942
(335.74, 7.35, 321.59) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.59992
(335.74, 7.35, 321.59) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.59137
(335.74, 7.35, 321.59) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.52376
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206812
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503836
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827633
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181891
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571114
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99011
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384727
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817081
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2928
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8187
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3505
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92496
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.51978
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.92989
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71871
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29127
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20582
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82903
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47861
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10738
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43339
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75311
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08532
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43067
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.89573
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210411
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507778
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831933
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186646
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576329
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989535
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384062
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816357
Š(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29202
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81781
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3449
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91874
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5557
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.3093
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.88285
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4339
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82233
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63653
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23838
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85321
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25871
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57344
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90041
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24022
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59359
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213865
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511546
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836051
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191149
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581311
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988894
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383389
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815616
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29119
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81693
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3394
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91265
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54894
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.25034
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.15849
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.83809
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1189
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4383
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00549
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.607
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08958
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39953
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72145
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05603
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49197
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217155
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51513
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839974
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195475
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586042
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988262
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382672
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814857
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29035
‘(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81549
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33406
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90675
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49389
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70158
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.29801
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.13511
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18583
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22429
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77971
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36843
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9259
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23124
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54833
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97573
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50603
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829805
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51853
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843717
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199522
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590527
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987598
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381967
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814052
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28948
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8108
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32889
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90105
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43347
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81809
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.81108
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.43394
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.92287
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10343
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58501
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13721
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74877
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06839
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48716
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99227
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52332
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746256
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120008
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847214
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203404
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594793
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986915
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381215
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813231
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28855
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80625
˜(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32389
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87786
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37416
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27858
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.8495
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.74784
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.79578
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 16.37474
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50045
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00374
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53465
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02439
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50607
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01202
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54394
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665271
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757198
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430658
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207028
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598781
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986191
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380454
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812377
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28762
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80182
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.319
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82432
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.8127
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.01503
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.49438
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.0779
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.18396
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.49691
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41896
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91825
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46293
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98923
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50981
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.03487
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56788
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586674
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676114
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01231
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764911
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602571
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985499
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379669
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811521
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28668
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79756
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31429
Ÿ(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77176
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25876
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.70444
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.2434
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.83227
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.59447
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.98918
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 18.13287
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83798
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40932
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9305
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44833
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99374
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510462
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597474
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687858
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305795
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125579
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984722
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378809
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810611
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28568
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79341
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27598
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72015
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20263
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.04681
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.08874
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.75917
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.49904
(335.74, 7.35, 321.59) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 16.51345
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26476
