¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¯(326.12, 7.59, 366.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.95021
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.28741
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.26722
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.2495
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.30624
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.607317
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.794349
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992982
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206675
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872169
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135093
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420141
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730049
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068255
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438736
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846251
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296612
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796814
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35549
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98351
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69447
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50587
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44038
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5282
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8102
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.05411
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.03163
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.01159
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.99399
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.97881
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.96604
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.95566
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.94769
š(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.14248
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.13903
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.13814
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.605418
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.792042
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.990503
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204007
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867704
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130274
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414869
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724374
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062029
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431896
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838688
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288242
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787489
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34508
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97174
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68111
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49058
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.8129
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.7652
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.72941
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.69903
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.67239
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.64877
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.62762
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.6089
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.59246
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.57793
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.56549
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.61584
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.19862
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.19771
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.603555
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.789777
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98807
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620653
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863284
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125527
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409732
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718724
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055871
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425159
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831279
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28003
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778337
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33481
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9602
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.69088
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.56998
±(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.53646
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.51416
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.49354
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.47457
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.45729
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.44165
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.4276
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.41518
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.40442
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.39523
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.38761
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.40518
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.49189
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.26028
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.601731
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786912
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.985683
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616642
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858958
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120833
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404653
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713169
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04985
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41852
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823956
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271898
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769333
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32471
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94881
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.56473
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.48568
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.45799
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.43699
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.41772
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.40005
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.384
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.36956
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.35673
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.34546
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.33581
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.32773
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.3212
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.33535
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.40034
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.58614
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.599942
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78497
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388098
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612698
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854689
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116217
±(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39963
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707745
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04387
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41199
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816803
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263946
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760448
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3148
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.74034
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.5314
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.4595
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.43327
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.41312
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.39456
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.37771
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.36243
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.34872
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.33662
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.32611
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.31715
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.30974
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.30391
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.31748
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.37856
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.53635
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.598193
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.783094
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384487
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608808
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850529
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111704
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394736
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702412
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038033
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405573
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809702
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25616
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751743
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30508
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92671
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.5546
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.47784
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.45123
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.43174
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.41387
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.39761
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.38299
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.37
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.35856
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.34871
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.34041
ª(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.33372
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.32856
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.34316
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.40991
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.61548
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.59648
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172474
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380942
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604991
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846415
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107248
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389903
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697141
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03229
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399285
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802782
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248472
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743217
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2955
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9159
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.65597
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.54969
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.51931
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.50064
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.48368
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.46833
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.45457
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.44251
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.43198
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.42314
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.41578
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.4101
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.40597
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.42502
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.52157
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.54163
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.594805
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169235
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377453
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601236
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842371
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102901
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385149
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691966
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026655
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393106
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795956
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240926
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734797
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28611
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90531
Á(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60571
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.79463
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.70205
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.68762
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.67508
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.66467
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.65619
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.64995
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.64622
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.64503
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.64684
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.65237
(326.01, 7.57, 366.74) (338.34, 1.08, 390.46) (0.81, 2.16, 0.81) Human 10.66424
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.6247
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.62105
(326.01, 7.57, 366.74) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.62004
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.972058
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166055
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374045
(326.01, 7.57, 366.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597561
