¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
–(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.6366
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34106
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98398
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.714
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54998
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51662
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64696
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98621
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5979
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57426
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05442
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.77461
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933662
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130404
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341556
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568857
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814103
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079453
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36743
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681053
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023822
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39992
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81438
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273329
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784212
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3563
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00121
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73365
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57256
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54288
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67784
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02306
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64264
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62971
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12492
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.70281
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.938504
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135581
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347147
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574861
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82058
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086461
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37509
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689406
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032965
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409933
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825425
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285587
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79791
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3717
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01863
ü(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7535
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59542
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56943
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7091
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06037
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68794
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68588
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19633
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.79065
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.943362
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140823
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352774
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580935
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827102
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093554
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382776
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69781
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042128
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420044
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836607
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297989
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811762
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38725
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03623
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77357
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61851
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59629
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74072
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09813
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73381
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74278
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.56119
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.87979
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948298
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146072
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35844
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587041
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833694
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100696
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390574
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706288
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051418
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430255
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847912
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31054
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825757
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40297
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05401
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79385
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64186
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62345
ø(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7727
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13633
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78024
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80043
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.97802
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.97024
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.953275
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15141
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364167
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593203
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840377
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107927
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398404
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714848
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060799
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440572
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859281
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323183
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839857
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41884
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07197
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81434
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66545
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6509
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80504
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17499
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82729
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8588
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.95917
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.06202
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958252
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.156741
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369937
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599402
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847092
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115191
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406331
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72347
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070251
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450977
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870779
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335943
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854133
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43489
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09011
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83505
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68929
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67865
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83774
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2141
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87486
â(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.23676
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.02972
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.15512
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963313
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162184
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375752
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6057
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853865
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122554
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414316
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732176
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079803
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461494
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88237
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348825
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868524
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45106
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10843
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85595
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71339
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70669
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87081
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25364
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.923
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.67887
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.1012
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.24957
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968398
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167621
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381615
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860697
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129951
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422339
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740949
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089432
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472067
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894083
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361856
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883039
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4674
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12693
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87708
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73772
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73505
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90423
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29364
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.52644
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.73555
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.17363
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.34537
ë(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973528
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173116
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387522
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618379
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867566
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137412
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430471
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749839
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099167
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482759
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905897
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374936
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897722
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48389
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1456
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8984
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76229
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76368
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93801
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33408
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.84929
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.79292
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.24701
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.44251
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.978689
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178668
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393484
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624787
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874518
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144932
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438648
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758779
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108945
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493516
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917795
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388189
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9125
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50055
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16448
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91993
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78712
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79261
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97214
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66063
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89589
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.85098
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.32134
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.54103
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983877
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184237
