¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
’ (418.20, 13.33, 327.60) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.146949
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739605
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999083
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27434
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4786
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79535
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09593
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35473
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62676
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91302
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1936
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02691
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.88995
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.86577
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.84505
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.82777
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.81392
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.80349
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.79646
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.79285
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.79264
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.80144
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.80804
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.81804
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.83146
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.09803
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448492
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690854
Ê(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9475
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21966
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50875
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6097
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93491
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21238
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47761
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75664
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05037
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36002
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7883
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.72818
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.70739
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.69003
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.67608
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.66552
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.65836
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.65458
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.65418
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.66274
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.66911
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.67887
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.69202
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404165
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642907
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896789
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16591
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45172
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4303
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74475
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07412
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33289
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60492
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8912
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19279
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9238
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.59551
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.57466
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.55723
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.54317
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.5325
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.5252
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52127
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52069
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52903
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.53518
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.5447
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.5576
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.370979
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597523
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846952
Ñ(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11315
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39573
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25696
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56116
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88409
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19238
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45774
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73688
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03074
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44534
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66534
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44675
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.42924
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.41509
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.40431
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.39688
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.3928
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.39206
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.40017
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.40612
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.41542
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.42807
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338402
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.563189
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80055
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0613
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34073
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63778
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38379
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69615
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02796
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31496
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58721
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87373
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19457
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99189
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.32352
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.30594
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.29171
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.28083
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.27328
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.26905
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.26815
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.27606
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.28181
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.29089
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.30331
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.31907
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304471
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.529484
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765009
Î(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01402
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28672
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58042
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21239
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51466
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83552
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17635
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44202
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72149
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01581
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56713
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61039
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.18723
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.17292
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.16194
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.15427
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.14991
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.14886
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.15656
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.16213
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.17101
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.1832
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.31894
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271162
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496408
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73013
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977185
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23869
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52413
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04663
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33934
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64978
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97953
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30119
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57389
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8609
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31212
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13063
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.073
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.05861
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.04753
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.03975
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.03527
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.03407
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.04159
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.04698
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.05565
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.06764
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.08293
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.238431
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463972
Î(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695943
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94108
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20052
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47546
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77444
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16989
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47045
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7894
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12848
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43072
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71081
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06701
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69273
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76006
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.94868
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.93751
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.92963
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.92502
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.92369
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.93102
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.93624
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.94473
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.95651
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.97158
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206264
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.430603
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662393
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905675
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16312
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43585
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72529
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00611
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29724
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60596
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93388
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28272
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56526
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85306
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43353
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26918
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.84303
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.83178
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.8238
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.81907
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.81761
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.82477
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.82982
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.83814
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.84973
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.86459
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.174701
Ê(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397333
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629476
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.870981
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12644
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39705
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68417
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92533
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14778
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42886
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74613
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08342
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42408
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70502
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18453
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82275
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49566
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.73024
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.72216
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.71733
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.71574
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.72275
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.72764
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.73579
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.74718
(418.37, 13.41, 327.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.79303
