¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.5766
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.74545
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.72687
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.71155
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.6995
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.69069
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.68513
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.68281
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.68372
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982821
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.234269
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.479909
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737433
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017366
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.316272
Ñ(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622587
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.95691
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.587267
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.765822
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.220984
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.740327
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3233
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00698
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78912
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74499
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77509
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9712
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.26871
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00802
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48845
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.62991
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.60495
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.58326
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.56483
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.54965
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.53771
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.52898
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.52347
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.52118
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.5221
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984195
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235766
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476676
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.733926
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013546
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.310182
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.615952
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.949657
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.32564
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.961452
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.213428
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.731874
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31378
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99486
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77518
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72535
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74694
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94519
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2795
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95559
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42214
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.47293
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.44817
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.42665
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.40837
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.39332
Ì(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.38147
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.37283
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.36738
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.36512
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.36604
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.985413
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237096
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473404
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.730375
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009679
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304131
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609362
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.942452
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.319247
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.738907
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.392546
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.723433
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30427
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98271
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7612
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70559
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72407
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91986
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.30596
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90325
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.356
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.32137
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.2968
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.27546
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.25732
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.24238
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.23063
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.22206
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.21667
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.21443
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.21537
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986473
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236964
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470092
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72678
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005764
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.298119
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.602812
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.935294
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.312854
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.731832
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.190875
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.871285
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29477
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97051
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74718
í(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68573
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71023
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8952
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33818
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85102
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29008
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.17509
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.1507
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.12951
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.11151
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.09669
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.08504
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.07654
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.07119
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.06899
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.06993
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987375
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.233465
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466741
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.723143
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001804
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.292147
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.596309
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.928184
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.306465
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.724758
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.182824
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.689277
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40539
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95827
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73312
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66577
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69634
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87119
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36934
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79895
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22431
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.03391
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.0097
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.98866
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.9708
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.95609
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.94452
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.9361
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.9308
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.92863
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.92958
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988119
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.22996
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46335
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719465
Ç(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.997798
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.286214
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.589849
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.921125
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300076
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.71769
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.174805
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.681028
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26991
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01688
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71902
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64571
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68242
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84785
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39887
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74695
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15876
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.89771
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.87366
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.85278
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.83504
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.82044
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.80897
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.8006
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.79535
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.79321
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.79416
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988707
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.22645
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459922
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715744
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.99375
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.280324
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.583435
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.915367
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.293692
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.710627
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.166819
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.673223
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26114
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92519
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70929
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62556
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66845
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82516
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39528
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69514
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09343
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.76634
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.74246
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.72172
Ü(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.7041
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.68961
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.67821
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.66992
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.66471
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.66259
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.66356
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989133
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.222934
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456459
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711985
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.989656
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274475
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577068
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.909672
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.287313
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.703568
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.158865
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.665434
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25235
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91498
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68608
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60533
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65445
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82137
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39144
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64345
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02832
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.63968
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.61595
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.59534
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.57785
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.56346
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.55215
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.54391
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.53875
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.53665
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.53762
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989403
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219414
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452957
