¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¿(321.28, 7.25, 368.92) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.09824
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36215
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08317
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66551
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64862
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78667
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11921
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70053
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60709
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95037
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.09781
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.07372
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.05297
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.03555
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.02143
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.01062
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.0031
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.99887
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.99793
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.00027
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.00589
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.859523
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.1063
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.379017
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.672315
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.989849
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340996
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.742808
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.164417
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.658741
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17068
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74479
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38159
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82424
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6842
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67016
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81176
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14876
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73587
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6501
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00377
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.10485
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.08075
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.06
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.04257
ø(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.02845
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.01764
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.01012
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.00589
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.00494
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.00728
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.0129
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.869234
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.116508
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.390071
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.684847
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.003372
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.35579
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.757446
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.180556
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.672411
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18588
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76078
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40098
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84057
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70286
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69164
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83675
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17826
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7711
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69299
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05709
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.11519
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.09108
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.07032
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.05288
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.03876
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.02794
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.02042
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.01619
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.01525
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.01759
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.02322
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.878961
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.126689
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401097
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.697383
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.016869
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.370557
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.772054
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.196664
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.686039
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20104
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77672
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09644
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85686
£(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72144
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71302
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86168
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20764
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80627
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73577
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11033
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.12884
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.10472
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.08395
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.0665
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.05237
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.04155
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.03403
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.02979
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.02885
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.03119
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.03682
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.888704
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136842
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412094
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.709922
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.030336
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.385294
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.786628
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.212738
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.699624
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21616
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79262
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11077
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87307
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73995
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73438
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88654
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23694
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84134
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77848
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16344
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.14581
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.12168
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.10089
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.08343
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.06929
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.05847
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.05094
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.0467
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.04576
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.04811
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.05375
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.898462
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.146965
ô(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423059
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.72246
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.043769
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.399996
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.801163
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.228772
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.713163
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23123
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.448
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12499
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88917
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75836
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75561
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91126
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26613
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87628
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82109
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21649
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.16612
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.14197
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.12116
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.10369
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.08954
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.0787
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.07117
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.06694
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.06599
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.06835
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.074
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908233
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157054
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43399
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73442
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.057168
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.414665
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.81566
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.244768
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.726656
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85536
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46058
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13917
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90523
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77671
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77676
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93593
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29523
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91113
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86356
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24515
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.18978
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.1656
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.14477
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.12729
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.11313
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.10228
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.09475
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.09051
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.08957
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.09192
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.09758
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.918017
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.167112
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.444885
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746264
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.070531
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.429295
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.830116
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.260721
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.740101
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86661
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47311
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15331
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92124
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79497
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79782
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96048
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32422
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94588
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9059
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24771
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.2168
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.1926
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.17175
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.15424
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.14007
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.12922
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.12167
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.11743
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.11649
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.11886
(320.56, 7.08, 369.11) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.12453
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.92781
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.177132
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455745
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.758067
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.083854
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.443882
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.844527
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.276628
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33245
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87774
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48561
°(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16735
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93716
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81318
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81881
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98493
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35311
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98046
(320.56, 7.08, 369.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94812
