¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.6518
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.072806
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.133887
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.16892
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.205379
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.224731
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.20277
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.182011
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.162436
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.075135
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.976126
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.660169
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.693069
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.674085
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.656332
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.642433
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.705964
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.771727
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.839803
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.57889
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.52912
ß(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.51747
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.64362
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.93981
(330.35, 7.40, 371.76) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.52607
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330378
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552418
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.619968
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.963866
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.09016
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.162
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.19741
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.234259
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.259515
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.237448
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.216589
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.196921
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.115355
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.399379
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.434993
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.594585
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.732495
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.714578
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.73969
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.805006
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.872616
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.162752
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.68525
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.62886
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.61713
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.7413
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.03485
(330.35, 7.40, 371.76) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.60764
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33112
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55321
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.449166
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.400126
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.108122
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.191209
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.227015
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.264268
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.295729
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.273551
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.256541
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.240244
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.253679
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.303576
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.455719
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.616399
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.792981
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.775609
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.840517
Ş(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.907708
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.977263
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.59588
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.7956
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.73225
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.72044
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.84251
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.13322
(330.35, 7.40, 371.76) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.69276
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33181
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55397
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.494132
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.375409
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.261867
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.2328
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.210873
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.190019
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.170222
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.171509
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.206877
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.243592
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.281687
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.323993
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.477184
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.638996
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.855608
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.878263
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.945081
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.014248
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.329883
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.6781
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.91009
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.83939
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.8275
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.94734
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.235
(330.35, 7.40, 371.76) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.78153
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332526
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554712
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.541067
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.420821
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.305842
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.266092
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.244048
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.223083
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.203181
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.199336
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.235109
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.272237
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.31076
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.350711
à(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.499397
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.662385
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.92045
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.984731
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.053557
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.124804
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.41789
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.76297
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.02883
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.9504
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.93842
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.05589
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.34027
(330.35, 7.40, 371.76) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.874
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333205
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555488
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.590037
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.468192
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.351705
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.300689
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.278521
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.257442
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.237431
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.228199
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.264392
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.301953
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.34092
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.381331
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.52237
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.686578
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.02667
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.095202
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.166142
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.505095
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.52064
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.85054
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.15196
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.06539
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.05333
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.16828
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.44914
(330.35, 7.40, 371.76) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.97026
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333931
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556231
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.64111
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.517589
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.399515
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.336618
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.314326
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.293126
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.273002
İ(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.258118
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.294749
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.33276
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.372192
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.413081
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.546113
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.711587
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.139181
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.209866
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.28304
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.49788
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.62693
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.94089
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.27962
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.18448
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.17234
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.28461
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.5617
(330.35, 7.40, 371.76) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.07038
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334583
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556967
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.69436
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.569079
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.449341
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.373917
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.351494
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.33017
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.309927
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.290751
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.326199
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.364682
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.404597
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.445984
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.570637
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.737424
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.255978
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.328938
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.688198
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.60584
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.73686
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 16.03407
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.41197
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.30781
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.29557
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.405
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.67807
(330.35, 7.40, 371.76) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.17443
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33528
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55771
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797377
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.622731
á(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.501252
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.41262
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.390062
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.368608
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.348243
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.32895
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.35877
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.397742
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.438162
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.480068
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.595956
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.764103
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.377279
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.4564
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.74189
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.71824
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.85052
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 16.13016
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.54917
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.4355
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.42317
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.52958
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.79834
(330.35, 7.40, 371.76) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.28252
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335961
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558429
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798148
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.678632
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.555323
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.452765
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.430066
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.408479
