¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ğ (335.73, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.79268
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.367929
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.682365
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.030569
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.418221
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.852361
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.312322
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.824877
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.444171
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.19567
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.14457
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.47076
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.55082
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.49158
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28253
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.195083
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.373841
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.589365
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.827679
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.088167
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.374028
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.689104
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.038054
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.426585
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.856938
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.309707
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.83072
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.450877
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.21181
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.17033
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.50689
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.59605
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.55711
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59611
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.199146
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.378208
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.593916
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.832645
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.093608
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.380016
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.695722
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.045406
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.434797
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.854516
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.306991
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.836357
¥ (335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.458336
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.22758
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.19741
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.54168
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.63913
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.61959
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56418
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78214
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.203222
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.382589
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.59838
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.837518
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.098948
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.38589
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.702216
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.05262
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.442857
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.851998
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.304171
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.841784
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.471476
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.24298
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.22524
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.57511
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.68002
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.68379
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15957
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74417
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.207311
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.386985
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.602755
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.842295
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.104183
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.391652
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.708585
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.059697
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.445242
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.849391
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.302401
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.847002
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.484291
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.25982
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.25236
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.60714
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.71866
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.74565
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.08004
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70628
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.211413
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.391393
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.607042
µ (335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.846975
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.109312
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.397297
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.714826
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.066632
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.44282
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.84669
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.3068
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.852011
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.49678
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.27937
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.27875
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.63775
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.75502
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.80412
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.00687
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66838
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.215526
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.395814
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.611238
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.851557
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.114334
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.402824
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.720938
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.073424
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.44032
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.8439
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.311007
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.856806
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.508934
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.29842
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.30441
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.66952
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.78905
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85912
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.93401
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62667
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.21965
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.400249
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.615345
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.85604
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.119249
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.408233
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.726918
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.074909
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.437734
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.841017
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.315033
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.861385
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.520754
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.31698
‘ (335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.32931
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.70055
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.82072
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.91058
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.8615
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56598
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.223785
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.404694
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.619359
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.860424
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.124053
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.41352
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.732767
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.072504
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.43507
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.838047
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.318868
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.865754
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.532232
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.33502
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.35345
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.73039
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.84998
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.92771
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.78932
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50533
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.227931
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.409151
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.623279
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.864705
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.128747
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.418688
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.738482
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.070029
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.432321
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.839857
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.32251
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.871266
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.543365
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.35255
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.37681
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.759
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.87681
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.93327
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.71749
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.19791
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.232084
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.413618
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.627104
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.868883
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.133327
¸ (335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.423732
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.740061
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.067478
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.429493
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.842909
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.325961
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.880557
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.554147
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.36955
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.39937
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.78636
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.90117
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.93596
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.64602
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.14194
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.236248
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.418094
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.630836
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.872958
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.137795
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.428651
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.737684
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.064857
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.426589
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.845794
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.329222
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.889544
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.564576
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.38602
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.42112
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.81247
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.92304
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.93581
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.57492
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.07619
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.24042
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.422579
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.634471
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.876929
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.142149
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.433445
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.735247
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.062166
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.423605
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.848506
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.332288
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.898221
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.574647
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.40194
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.44205
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.83729
€ (335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.94239
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.9328
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.50419
(335.77, 7.26, 312.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.00875
