¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(339.63, 7.18, 369.48) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.16518
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.64252
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902547
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.107131
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327384
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565135
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822509
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101988
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406497
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739496
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.105111
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.503105
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.934792
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.413559
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.94811
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5613
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26112
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89467
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90224
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20717
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36257
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52361
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69052
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90729
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14439
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37553
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59454
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8223
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.65582
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.90251
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.107091
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327341
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565088
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822457
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101933
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406436
¼(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739428
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.105039
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.504036
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.935867
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.414757
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.94945
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56205
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02479
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89447
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88227
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02821
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17943
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33608
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49842
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6667
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88796
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12644
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.375
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60283
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83305
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902476
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.107054
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327301
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565045
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822411
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101882
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406381
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739367
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.104971
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.505006
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.936996
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.416012
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.950853
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56284
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02463
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89431
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7134
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85547
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00267
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15515
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31315
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47692
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64665
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87239
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1124
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36263
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61539
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84831
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902443
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.107021
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327264
º(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565005
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822367
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101836
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40633
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739312
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.104909
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.50602
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.938173
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.417325
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.952322
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56366
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0245
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89416
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55028
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68869
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83205
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98055
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13444
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2939
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45912
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6305
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86062
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10239
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35444
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61742
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86816
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902416
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106991
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327232
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.564971
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822331
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101795
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406285
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739263
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.104856
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.507072
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.939404
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.418692
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.953856
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26624
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02442
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89405
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.406
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52757
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66731
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81202
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96196
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11727
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2783
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44519
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61912
¸(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85283
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09646
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3505
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61566
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89254
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902392
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106964
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327204
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.564941
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822297
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101759
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406247
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73922
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.104808
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.507984
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.940685
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.420118
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.955453
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26613
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02431
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89392
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37338
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44355
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51646
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6493
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79545
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9469
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10382
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26648
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43512
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61343
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84909
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09478
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.351
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6185
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902371
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106943
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327179
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.564913
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822268
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101727
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406211
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739182
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.104767
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.507938
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.942014
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.421598
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61557
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26609
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02421
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89383
Ğ(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30262
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41255
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48505
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5604
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63863
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78243
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93548
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09409
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25852
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42896
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61175
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8495
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09739
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35603
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62603
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902352
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106922
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327158
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.56489
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822243
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101701
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406182
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739151
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.104732
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.507899
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.943396
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.423135
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61949
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.266
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02416
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.847
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19516
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38348
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45564
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53064
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60848
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68929
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77315
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92773
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08813
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25445
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42692
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61419
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85417
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10448
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36568
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902338
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106906
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327142
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.564872
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822223
Ñ(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101679
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406158
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739124
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.104704
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.507868
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.944827
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.424728
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62345
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26865
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02406
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74815
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09065
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35638
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4282
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50286
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58036
(340.44, 7.19, 368.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6608
