¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.99101
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414262
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693729
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996329
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325043
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683266
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075133
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505486
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.941713
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40909
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92866
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50467
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14634
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72505
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28133
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8906
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56074
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.65697
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.62715
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.72219
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.93586
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.91776
¯(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.90267
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.89057
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.88144
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.87529
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.87211
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.87189
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.87464
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918932
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159613
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418824
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698668
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001689
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330869
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689625
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082062
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513168
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960356
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42618
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93944
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50764
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14003
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68389
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2364
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84138
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50658
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.53895
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.53113
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.62494
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.82734
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.80931
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.79427
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.78221
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.77311
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.76696
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.76377
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.76353
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.76624
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922883
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163857
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423373
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703592
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007039
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336674
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695971
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089035
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520832
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979212
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44691
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96231
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53306
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15076
³(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63202
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18296
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7863
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4498
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.42526
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.43849
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.53111
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.65458
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.6367
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.62176
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.60978
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.60073
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.59461
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.59142
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.59116
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.59382
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926809
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168113
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427931
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708567
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012402
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342499
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702349
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096017
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528507
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998312
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46791
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98549
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55877
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11709
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57855
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12463
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72238
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37949
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.31578
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.34915
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.44065
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.4877
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.46994
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.45511
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.4432
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.43421
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.42812
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.42493
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.42465
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.42726
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930755
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17236
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43254
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713511
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017781
­(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348365
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708719
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103027
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536211
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01427
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48913
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00894
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58478
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08434
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53811
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06755
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65991
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31073
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.2168
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.26303
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.35344
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.32649
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.30885
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.29412
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.28229
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.27334
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.26728
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.2641
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.26379
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.26637
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934698
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176603
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43712
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718449
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023156
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354198
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715088
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110033
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543912
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02279
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51059
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03267
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61114
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05247
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50378
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01176
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59885
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2436
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.12648
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.18006
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.33759
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.17076
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.15323
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.1386
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.12684
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.11794
¤(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.11191
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.10873
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.10841
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.11093
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938663
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180842
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441675
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723404
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028532
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360036
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721496
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117011
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55163
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03131
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53234
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05666
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60557
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02156
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47041
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95722
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53915
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17802
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.03955
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.10016
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.37
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.02029
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.00288
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.98834
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.97665
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.96781
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.9618
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.95862
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.95828
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.96076
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94261
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185079
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446288
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728355
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033908
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365906
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727885
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124031
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559349
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03988
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55432
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08097
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57768
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99155
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43806
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92108
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48082
µ(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46315
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.9559
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.02328
(321.66, 7.29, 367.29) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.40252
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.87499
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.8577
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.84325
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.83163
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.82283
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.81685
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.81368
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.81331
(321.66, 7.29, 367.29) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.81576
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946562
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189337
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450858
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733326
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039289
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371788
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734278
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131071
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567072
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04841
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57652
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10555
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5506
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96245
