¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.35971
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56337
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65981
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75967
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86308
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97009
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08088
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19557
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31428
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43723
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56444
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170149
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405417
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655871
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862757
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092265
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37103
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673774
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003688
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427681
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90135
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360985
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85246
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02852
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21214
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40476
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63195
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87018
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1202
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24165
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32765
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41675
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50903
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60461
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70354
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80597
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91204
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0218
„(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13542
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25307
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37483
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49799
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174093
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409724
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65448
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861251
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082981
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360929
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662814
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993412
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416963
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889362
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371261
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81518
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98995
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17219
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36229
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57324
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80893
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05625
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19195
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27717
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36547
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45696
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55165
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6497
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75121
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85631
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96513
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07776
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19282
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30789
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.427
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177988
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413934
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653199
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859887
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080926
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350962
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65194
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983654
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406159
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87726
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476117
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77928
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95281
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13371
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32238
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51932
‡(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74956
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99425
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14428
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22878
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31632
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40699
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5009
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59808
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69873
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80295
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91064
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01693
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12696
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24085
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35878
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181794
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418042
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652093
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858704
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079665
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34102
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641177
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973837
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395218
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865042
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438464
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74472
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91706
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09667
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28397
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4795
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69204
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93423
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09862
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18243
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26925
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35915
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45226
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54867
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64852
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74773
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84941
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95466
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06363
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17644
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29323
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185551
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422108
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651161
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857687
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078565
…(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331189
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630463
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963952
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384208
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852695
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41509
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7115
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88266
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06103
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24709
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44121
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64394
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8761
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05493
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13806
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22419
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31338
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40579
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49866
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59261
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6899
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79062
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89491
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00288
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11464
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23031
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189205
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426046
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650353
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856851
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077654
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.321439
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619837
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953928
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373075
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840281
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401407
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67303
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84959
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02681
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21162
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40444
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60578
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81984
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01322
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0957
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18117
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26819
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35499
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44489
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53801
ş(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6344
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73423
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8376
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94459
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05533
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192798
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429943
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649713
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856179
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076929
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313518
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60931
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943799
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36186
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824838
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386821
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6183
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8179
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99397
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17758
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36917
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56919
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77815
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97341
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05502
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13516
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21821
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30426
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39336
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48566
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58124
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6802
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78264
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88872
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99852
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11216
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196315
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433736
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64922
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855634
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076369
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312912
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598846
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933627
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350513
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808765
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371241
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56191
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78747
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9625
ş(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14498
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33533
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53406
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74172
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93277
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00854
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08798
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17032
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25564
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34401
(334.67, 7.15, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43554
