¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60406
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.237057
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.735952
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.297516
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.965701
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74408
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76964
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08036
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62463
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21949
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.53978
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.98651
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407702
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803129
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.234111
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.728987
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.291399
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.954705
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72753
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74809
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04599
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.13493
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.30923
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.57548
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.01876
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406915
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799144
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.230609
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.721217
­(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.284534
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.942741
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7097
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72485
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00925
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48587
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.36865
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.62815
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.0527
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405747
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794569
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.226552
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.712652
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.276923
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.929814
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69255
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69877
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97019
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56522
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46103
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.71887
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.0995
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404197
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789406
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.221942
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.703292
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.268569
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.914433
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6764
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67034
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92884
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63627
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.53655
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.80707
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.12135
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.402263
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.783659
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.21678
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693147
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.259479
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.897126
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65914
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64025
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20231
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70457
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.60986
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.83587
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.14075
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399951
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.77733
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.211073
¶(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.685467
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.249658
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.878756
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64081
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60853
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15362
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75518
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.69327
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.8518
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.15772
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397262
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.770426
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.204822
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.678444
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239113
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.859337
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62141
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57522
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10939
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.806
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.91514
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.88457
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.17482
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39419
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.762947
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.198026
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.670813
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.227847
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.846018
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60095
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54034
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06065
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8864
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.13907
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.91608
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.18012
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.390746
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754902
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.190695
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.662579
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.215874
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.832337
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57946
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50394
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99759
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51486
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.37411
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.94528
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.1711
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386926
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.748432
Ê(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.182831
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.653747
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.203197
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.817857
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55695
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53444
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93237
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35829
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.62192
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.95518
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.15989
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.382733
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.743797
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.174438
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.64432
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.189823
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.802581
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53343
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48552
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8652
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19733
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.86598
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.96067
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.1629
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.378167
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.738754
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.165519
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.634309
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.17576
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.786525
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50892
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43513
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79601
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03276
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05957
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.96473
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.16949
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373234
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.733302
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.156081
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623716
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.161021
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.769695
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48345
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38331
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72492
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86465
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07143
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.96671
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.15189
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.367933
Û(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727445
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.146129
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.612543
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.142169
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.752108
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29478
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33024
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65204
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69342
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07077
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.96621
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.12995
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362269
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.721186
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135667
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600804
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.123795
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.733769
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27176
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27577
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57749
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51948
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08564
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.96158
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.13001
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.35624
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71453
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.12246
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.588499
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.109898
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.714692
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24771
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21999
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50118
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34302
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09901
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.05957
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.13021
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349854
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707477
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.108549
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.57564
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.095377
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.694891
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22256
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16314
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42336
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16458
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11087
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.25209
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.1119
è(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.34311
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.700027
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.094681
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.56223
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.080233
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43672
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19632
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11288
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34403
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98421
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12111
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.44237
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.08494
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.336013
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.69219
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.085983
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.54828
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.064485
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41587
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16904
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08085
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26328
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8576
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12982
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.65246
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.05611
(380.97, 14.38, 265.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328567
