¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(379.71, 15.84, 279.63) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.883001
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381992
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719593
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086951
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474796
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851865
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19127
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55656
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93822
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31794
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74514
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49658
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479182
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969325
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510539
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787208
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075386
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387032
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725071
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092911
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475821
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859766
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19974
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56569
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93979
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3196
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7285
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52897
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769928
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258738
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516418
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791579
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080138
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392188
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73064
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098997
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477056
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868101
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20873
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57533
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94203
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32202
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.429863
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.44629
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.398159
ì(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.415875
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024227
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264237
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522326
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796043
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084964
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397379
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736323
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105141
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478497
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876953
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21822
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58555
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94498
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.367473
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.306385
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.294617
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.259767
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.30302
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.408404
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.305647
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.287801
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.276948
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.2671
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.257691
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.257252
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.261748
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.833921
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.826234
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.819877
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.814841
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.811127
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029383
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269721
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528292
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800548
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089826
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402654
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742059
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111152
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480127
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881759
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22824
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59441
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94857
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.267234
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.302625
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.394039
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.179688
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.321671
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.327835
ù(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.215557
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.203514
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.192876
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.183632
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.175774
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.169296
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.164192
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.785353
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.777761
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.771486
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.766529
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.762887
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034535
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27529
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534273
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805149
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094763
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408051
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747849
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112864
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48195
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883759
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23881
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.302077
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.234098
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.165196
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.302748
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.408889
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.099619
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.320395
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.456764
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.134139
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.122201
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.111651
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.102485
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.09469
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.088245
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.083792
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.941051
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.933235
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.926763
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.921632
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.917836
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03972
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280847
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540262
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809819
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099796
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413473
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753768
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114692
ƒ (379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483981
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885966
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24986
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60313
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.135616
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.069755
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.303151
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.320077
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.022247
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.312845
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.590729
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.05549
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.043649
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.033188
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.024093
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.016328
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.009921
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.007292
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.006247
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.006544
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.008493
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.012873
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.018601
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.044931
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286466
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545306
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814516
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104891
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418975
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759774
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116758
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486197
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888372
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26143
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.247623
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.040668
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.984633
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.235445
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.234262
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.945434
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.383632
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.531983
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.97951
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.967765
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.957368
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.948314
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.940611
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.935785
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.933389
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.932326
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.932597
ï(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.934202
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.937778
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.943422
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05017
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292049
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549742
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819297
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110021
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424542
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76586
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118979
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488624
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890993
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27353
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61438
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.086989
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.99055
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.894211
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.848862
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.839475
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.381711
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.45676
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.90611
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.894423
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.884093
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.87511
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.868128
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.864401
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.862
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.860922
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.861166
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.862734
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.865625
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.870801
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055419
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297699
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554246
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824116
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11527
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430223
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771989
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121375
(379.60, 15.91, 280.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491205
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.870349
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.838242
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.808972
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.781201
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.191343
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.080333
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.950209
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.756009
ƒ (379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.734679
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.385909
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.835158
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.823564
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.813313
(379.60, 15.91, 280.79) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.804397
