¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚!(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.9588
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26438
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02205
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7396
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44634
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17174
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84777
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42418
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631842
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911129
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20898
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534925
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892919
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287924
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749471
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285958
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875961
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57052
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55533
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68097
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2322
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99899
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70396
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40041
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11568
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79604
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36497
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636426
„(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912875
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210929
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53702
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895247
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290491
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754623
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289917
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875447
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57711
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56323
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65387
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19799
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97386
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66727
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35409
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05988
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73501
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30695
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640846
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914431
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212676
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538909
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897323
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292827
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759388
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28904
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874519
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58265
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56757
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62522
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16183
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94661
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62961
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30741
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0044
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67143
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24957
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642155
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915879
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214182
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540603
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89917
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294884
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76371
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287819
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873116
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58713
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54215
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59505
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12375
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9086
‚(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59095
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26042
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9492
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60902
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19358
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643393
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917101
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215561
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542113
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90085
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296719
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767664
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286212
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87126
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5906
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51602
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56332
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08378
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8587
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5513
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21309
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89432
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5478
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13913
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646789
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919196
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216737
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543427
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902273
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298288
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766015
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.284146
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868966
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59302
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48918
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53014
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04198
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80692
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49537
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16549
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83971
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48774
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08629
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649947
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922684
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219843
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544825
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903512
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29964
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763856
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281736
‡(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866182
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59442
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46166
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49546
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99834
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75328
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43753
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10668
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78543
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42944
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.03496
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653034
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926021
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223499
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54882
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906112
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300751
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761348
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278904
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863001
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59474
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43349
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45936
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95296
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69788
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37898
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04268
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72175
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38502
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98434
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655957
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929167
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226959
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55263
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910282
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30255
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759432
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275684
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859364
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57421
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40466
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42188
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90582
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64074
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31969
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97854
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65268
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30976
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93431
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658718
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932196
„(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230217
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55623
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914268
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30267
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760693
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274911
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855277
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54895
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3752
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38305
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85703
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58192
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25966
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91434
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58414
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22448
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84927
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661347
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935046
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233372
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559653
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918009
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302588
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761574
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275955
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856048
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53115
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3451
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34287
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80661
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52142
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19899
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85005
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.51612
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14053
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76622
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663794
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937751
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236281
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56288
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920662
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302958
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762135
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276601
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856765
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53272
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33472
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30135
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7546
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45938
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13763
‡(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78568
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44856
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05788
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68439
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666121
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940256
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239027
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565872
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920235
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303127
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762374
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276828
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857053
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53365
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33581
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14758
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68108
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39581
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07571
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7213
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38149
