¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919347
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.341646
¥(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.586752
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336008
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64253
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983066
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356669
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768329
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239454
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777003
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38263
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03449
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7909
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73411
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6304
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79234
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9791
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17314
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37483
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58455
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80273
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02979
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19844
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35665
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59169
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04745
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53322
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17821
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.901347
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111224
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.337559
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582325
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847822
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637827
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977936
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351035
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762094
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228889
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765148
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3692
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02462
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78275
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72459
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68833
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84429
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00126
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16397
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34434
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5531
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77029
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99633
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21156
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37006
š(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71471
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17788
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67175
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33591
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.897822
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.107427
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333459
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.577885
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.842998
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633129
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972768
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345362
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755856
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218239
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753192
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35568
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01468
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77432
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71475
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66187
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91057
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06919
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2336
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40409
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5809
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76434
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96499
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19934
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39962
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84182
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31269
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81498
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894285
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103619
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329346
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.57343
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838157
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628391
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967597
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339668
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749558
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20748
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.741108
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34205
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00471
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76565
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7046
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63626
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97924
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13956
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30576
“(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4781
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65684
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84232
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03482
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23467
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51219
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97316
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45205
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96314
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.890738
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.099799
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.325221
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568963
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.833303
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.122927
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962377
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33394
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74325
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196611
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728926
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32828
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99468
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75669
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69414
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61144
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05037
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21247
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3805
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55478
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73556
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92312
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11781
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31968
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56046
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07034
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59612
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11639
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88718
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.095967
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321083
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.564484
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826413
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.117627
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957157
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328172
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736877
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189208
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716662
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31439
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9846
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74746
“(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68336
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58743
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12399
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28792
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45791
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63419
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81707
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00685
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20383
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40673
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61693
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1243
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67507
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883613
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092124
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316936
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.559991
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.821528
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112298
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951869
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322399
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730503
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182089
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704292
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30041
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97447
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73801
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67231
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56423
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20016
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36603
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53802
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71639
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90147
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09351
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29212
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49693
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70969
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18077
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73549
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880036
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.088274
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312777
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.55549
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.816621
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.106945
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424255
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316574
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72406
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.174973
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691801
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28634
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96032
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72828
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66093
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54182
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19745
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44683
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62091
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80147
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98881
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18325
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38298
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59034
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80576
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23977
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79865
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.876451
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.084413
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.30861
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550976
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81169
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101565
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.418364
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310746
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717621
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167829
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682583
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27213
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94416
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71829
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64928
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52023
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17366
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53037
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70663
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88947
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07917
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27482
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47705
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68705
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90525
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30135
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86457
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872858
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.080544
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.304434
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546029
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806737
(439.78, 14.02, 279.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096161
