¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
À(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28733
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675295
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162085
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724503
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2685
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40512
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54702
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69448
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84776
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00714
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17302
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34566
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57436
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88271
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2098
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63673
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73764
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27738
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702789
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194046
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76062
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28774
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41473
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55692
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7047
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85832
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01808
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18429
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35731
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58497
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89389
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22163
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95513
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.948
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301821
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729975
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22549
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796154
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30893
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43345
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56787
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71599
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86993
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03012
·(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1967
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37014
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59651
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90609
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23449
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14867
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16365
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325956
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756721
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256383
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831178
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33115
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45631
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58618
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72833
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88269
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04321
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21029
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38418
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60901
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9193
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86036
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34898
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60035
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349634
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783081
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286771
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865569
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35447
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4803
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61086
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74629
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8965
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05751
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22504
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39945
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62247
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93351
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05244
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5565
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372979
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80902
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316504
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903402
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37889
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50542
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63669
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77288
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91427
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07294
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24098
Î(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41594
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63689
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94878
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25119
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77149
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395943
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834507
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345716
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.941302
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40443
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53169
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6637
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80069
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94291
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0906
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25806
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43363
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65232
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96115
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45696
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99441
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.40696
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.87097
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.48338
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418455
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859564
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37428
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978444
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43108
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55908
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69188
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82969
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9728
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1214
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27641
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45256
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66873
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15835
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67015
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.51622
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.61122
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.54564
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.53616
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.53031
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.57995
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.79873
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.31425
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440571
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884214
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402242
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01486
ä(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45886
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58762
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72128
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85997
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00393
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15347
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30889
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47272
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68608
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36245
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89101
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.51138
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.99901
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.54584
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.5364
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.52958
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.52643
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.53065
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.54004
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.66063
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.83023
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462275
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908344
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429593
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05054
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48774
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61736
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75185
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89148
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03642
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18693
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34334
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50594
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06998
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57367
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.74748
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.51887
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.01132
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.55299
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.54355
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.5367
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.20746
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.1972
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.18953
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.18442
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.55856
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483536
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931946
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456985
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08545
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51783
ç(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64832
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78371
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92425
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07016
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22175
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37924
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54297
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27225
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79257
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.63649
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.52891
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.02754
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.56272
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.55324
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.54812
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.54807
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.55065
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.55721
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.5673
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.56604
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504341
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955162
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486795
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11956
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54905
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68047
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81678
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95831
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10526
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25793
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41654
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70422
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48162
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.48416
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.79062
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.49713
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.59576
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.575
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.56553
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.56284
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.56281
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.5654
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.57069
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.58081
(380.67, 14.66, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.57605
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524726
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977802
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515951
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15285
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58149
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71381
è(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85113
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99368
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14168
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29549
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49962
(380.67, 14.66, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96636
