¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Þ(333.30, 7.43, 363.47) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.53294
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.02012
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.00409
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.99149
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.98235
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.97663
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.97435
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.97549
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319746
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547843
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.794073
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063868
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.359026
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.674887
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.018188
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.39495
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.806163
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.269668
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39173
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.984
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64968
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4032
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26312
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25059
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35373
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64465
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90436
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06382
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77272
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.365
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.33818
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.3149
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.29514
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.27888
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.26611
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.25683
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.25102
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.24869
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.24982
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.323087
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.551445
÷(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.797968
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065549
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.360858
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.679626
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.023378
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.400659
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.814772
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867163
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39807
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99108
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65765
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4123
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27353
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25537
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35924
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65117
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95309
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11914
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97391
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.65115
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.62398
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.60038
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.58035
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.56387
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.55092
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.54149
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.53559
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.53321
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.53433
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326403
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.555021
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.801833
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.069057
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362629
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.684331
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.028533
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.406331
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.822817
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872795
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40435
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9981
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6656
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42134
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28388
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26015
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36482
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64729
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00302
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1759
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09254
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.94803
‡(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.92048
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.89656
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.87625
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.85953
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.8464
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.83683
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.83082
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.82838
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.82949
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322396
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558566
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.805667
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073215
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.364339
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.686934
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.033649
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.411959
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.829038
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878455
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41061
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00514
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67355
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43035
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29421
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26497
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37042
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6367
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02342
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35092
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13802
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.25611
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.22818
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.20393
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.18333
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.16637
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.15303
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.14331
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.1372
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.1347
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.1358
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315267
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.562082
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.809469
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077339
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368289
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.688737
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.03873
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.417546
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.835213
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884063
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41686
¦(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01216
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68147
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43932
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30451
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26981
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37609
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62638
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0113
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55229
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18129
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.57594
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.54762
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.52301
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.5021
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.48489
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.47135
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.46147
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.45525
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.45268
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.45377
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.308026
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.562109
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813237
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081425
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.372736
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.690475
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.04377
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.423092
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.841342
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889639
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4231
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01913
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68933
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44827
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31476
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27474
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3818
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61633
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99948
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65904
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36216
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.90809
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.87935
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.85438
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.83316
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.81569
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.80193
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.79189
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.78555
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.78292
(332.81, 7.41, 364.12) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.78398
°(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300676
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.554123
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.816971
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085477
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.377144
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.695056
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.046062
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.428596
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.847425
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89521
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42934
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0261
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69718
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45722
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32245
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27966
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38989
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64359
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06208
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53543
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5895
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293221
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54602
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.820672
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.089491
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.381514
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.699829
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.048087
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.434052
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.853461
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900775
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43547
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03303
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70498
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46609
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3306
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2947
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41161
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70331
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13252
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41368
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8187
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.285659
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.537803
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81208
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093469
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385843
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.704554
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.05327
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.439236
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.859444
Ð(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906292
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44166
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03994
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7128
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47496
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34537
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31344
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43343
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76363
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15062
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32549
(332.81, 7.41, 364.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04972
