¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ï(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.63589
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872163
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973764
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079108
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188338
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301603
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419149
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541115
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774495
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14554
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47306
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63504
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80291
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97683
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282398
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504711
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749372
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006812
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285807
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589893
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923452
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288937
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369884
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42696
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49302
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57998
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670041
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763321
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859975
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960112
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063944
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171591
‚(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283206
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399033
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519194
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643893
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77678
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13469
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43694
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60079
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77322
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94671
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280629
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50279
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747792
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007036
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286053
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589378
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920531
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285772
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422792
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487841
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573606
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662469
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754464
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849834
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948585
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050969
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15711
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267149
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381301
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499728
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622636
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750253
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95208
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15716
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40619
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55079
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70864
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88852
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278864
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500889
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746135
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007259
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286299
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589624
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920542
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282944
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484367
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569044
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656737
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747565
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841627
ş(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939095
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040099
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144799
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253348
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365924
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482708
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60385
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729646
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860285
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07858
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84859
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37906
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52329
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.673
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82825
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277057
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498945
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744417
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007447
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286495
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58987
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920797
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283204
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52321
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630342
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741558
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835364
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931582
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031275
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134625
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241735
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352803
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46801
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587526
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711594
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840373
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974137
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09567
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21678
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35543
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49944
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64882
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80377
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.96445
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275236
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496991
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742661
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007662
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286701
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590075
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921037
ş(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283504
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51955
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639326
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750773
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866493
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986675
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111507
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232224
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341877
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455579
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573579
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695965
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823049
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954983
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64853
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08801
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19702
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33545
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47918
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62833
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.783
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94338
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273428
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495023
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740901
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007847
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286891
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590305
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921292
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283748
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509282
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649222
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760948
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876967
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997471
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122653
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252762
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388062
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52884
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675333
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808135
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93837
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07361
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61538
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1089
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18075
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31898
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46254
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61145
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76592
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92606
€(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271614
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493081
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739046
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005877
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287093
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59051
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921513
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283981
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499789
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647449
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772142
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888452
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009294
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134844
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265315
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401026
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.542212
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689168
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842216
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00167
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16796
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71869
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62094
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16799
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30612
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44947
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59821
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75248
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91251
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269787
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491103
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737193
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003831
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287278
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590721
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92172
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284262
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491135
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63846
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784245
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900948
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022155
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148084
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278995
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415146
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55676
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704195
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857755
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01777
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18461
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07882
ı(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.8622
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35567
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46624
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5815
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70155
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82648
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95647
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267916
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489244
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735279
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001761
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287426
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5909
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921949
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284469
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483219
(384.10, 6.86, 353.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630232
