¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(377.54, 15.93, 285.68) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 17.5043
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.417262
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.509677
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.606744
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.708799
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.639859
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.564095
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.558633
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.554196
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.571805
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.590239
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.609513
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.629643
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.650648
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.672544
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.695353
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.719091
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.743784
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.325299
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.264557
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.206118
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.14987
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.095708
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.04354
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.993271
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.944818
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.974077
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.045326
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.119804
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.197714
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.279277
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.364738
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.45436
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.548433
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.636082
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.553524
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.513646
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.507555
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.512171
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.528754
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.546139
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.564343
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.583381
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.603267
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.62402
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.645658
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.668198
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.691663
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.716073
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.359615
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.29806
˜ (377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.238844
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.181852
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.12698
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.07413
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.02321
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.974132
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.003956
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.076387
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.152118
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.231358
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.314339
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.401309
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.492543
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.552931
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.473189
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.46579
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.459081
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.472272
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.487864
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.504238
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.52141
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.539393
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.558203
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.577856
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.598369
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.619758
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.642044
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.676609
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.766469
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.395318
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.33291
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.272879
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.215109
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.159494
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.105932
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.054328
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.004596
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.034646
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.1083
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.185329
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.26595
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.350401
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.438938
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.4748
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.428431
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.420424
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.420543
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.434422
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.449053
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.464451
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.480627
™ (377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.497592
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.515366
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.533958
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.553388
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.573669
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.594821
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.649255
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.737342
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.829567
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.43245
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.369151
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.308268
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.249684
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.19329
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.138983
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.086666
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.036251
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.066169
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.141089
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.219463
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.301516
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.387492
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.401411
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.386064
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.377457
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.38558
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.398547
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.41225
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.426702
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.441914
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.4579
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.47467
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.49224
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.510626
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.52984
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.549902
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.623574
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.70998
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.800406
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.895117
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.471067
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.406834
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.345059
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.285624
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.228414
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.173327
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.120264
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.069133
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.098547
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.174779
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.254549
™ (377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.411747
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.355892
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.345999
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.341128
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.352497
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.364579
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.377382
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.390919
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.4052
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.420235
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.436037
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.452621
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.469998
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.488184
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.518363
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.599493
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.684303
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.773024
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.865912
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.963242
(377.48, 15.84, 284.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906919
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.446015
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.383307
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.322978
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.264916
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.209013
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.155169
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.103289
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.131805
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.209398
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.345731
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.318638
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.308156
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.310708
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.32123
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.332453
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.344384
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.357032
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.37041
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.384526
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.399391
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.41502
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.431424
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.448617
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.497234
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.576945
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.66024
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.747346
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.838506
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.933986
(377.48, 15.84, 284.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.911485
‘ (377.48, 15.84, 284.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100159
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.423061
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.361799
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.302844
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.246086
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.191424
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.138762
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.165968
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.295299
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.283531
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.273006
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.282025
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.291724
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.302111
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.313194
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.32498
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.337481
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.350706
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.364665
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.379369
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.394832
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.411064
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.477498
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.555861
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.63772
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.723292
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.812814
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.906541
(377.48, 15.84, 284.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916093
(377.48, 15.84, 284.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105094
(377.48, 15.84, 284.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307563
(377.48, 15.84, 284.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.402141
(377.48, 15.84, 284.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738718
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.474743
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.387981
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.305148
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.262853
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.250498
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.2468
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.255027
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.263924
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.273497
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.283754
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.294703
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.306353
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.318712
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.33179
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.3456
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.36015
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.385236
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.459099
 (377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.536182
(377.48, 15.84, 284.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.616677
