¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(437.18, 15.13, 251.20) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 18.18838
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.6491
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.62739
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.60836
(436.74, 15.07, 250.88) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 20.2185
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.850376
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.052628
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270471
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505673
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759891
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035879
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.337265
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19213
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581779
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026893
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522168
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07658
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69969
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39227
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18913
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17792
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34367
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66392
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18107
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.78056
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.75061
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.7234
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.69892
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.67713
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.65803
(436.74, 15.07, 250.88) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 20.21627
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848102
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050183
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267699
­(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.502789
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756767
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03248
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.332941
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188833
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577246
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020741
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515333
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06888
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68575
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37642
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17331
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15939
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32165
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60547
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11188
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.83362
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.80356
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.77626
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.75168
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.72981
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.71064
(436.74, 15.07, 250.88) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 20.21708
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845834
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047746
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265071
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.499914
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75365
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029093
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.329098
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185543
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573631
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014583
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508426
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06114
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67183
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3606
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15733
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14071
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29473
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54739
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04195
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.88968
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.85951
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.8321
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.80742
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.78547
(436.74, 15.07, 250.88) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 17.76622
(436.74, 15.07, 250.88) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 20.2209
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843576
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045318
¯(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262455
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.497051
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.750548
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.025719
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829187
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182257
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570006
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008343
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501488
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05086
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65792
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34481
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14125
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1219
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23824
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48972
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97256
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6883
(436.74, 15.07, 250.88) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 20.35163
(436.74, 15.07, 250.88) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 20.32066
(436.74, 15.07, 250.88) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 20.29281
(436.74, 15.07, 250.88) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 20.26805
(436.74, 15.07, 250.88) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 20.24636
(436.74, 15.07, 250.88) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 20.22775
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.841325
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042898
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259847
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494173
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747455
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.022357
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826218
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178977
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566413
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002102
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494532
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03858
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64401
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.329
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12501
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10291
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18224
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43241
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90367
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52568
(436.74, 15.07, 250.88) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 20.36159
(436.74, 15.07, 250.88) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 20.3306
(436.74, 15.07, 250.88) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 20.30272
(436.74, 15.07, 250.88) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 20.27795
(436.74, 15.07, 250.88) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 20.25625
(436.74, 15.07, 250.88) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 20.23762
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.839082
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040487
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257249
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491193
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744374
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500934
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823223
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175716
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562792
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995827
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487516
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02622
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63015
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31323
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10868
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08375
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12673
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36823
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83531
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36619
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5066
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82418
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.836847
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.038086
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254661
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.488357
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.741307
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49823
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820213
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172461
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559216
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989473
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477596
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01393
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61626
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29747
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0922
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06448
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0717
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30171
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76747
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20985
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36929
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61401
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.834621
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.035693
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.252083
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485571
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.738252
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495478
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817277
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169176
¡(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555605
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983142
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466617
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00162
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60242
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28177
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0756
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04507
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01712
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23557
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66943
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05647
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22774
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37735
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.832406
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033311
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.249517
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482799
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197688
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492765
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814297
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165935
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552022
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977866
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455643
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989339
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58857
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26604
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05889
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02552
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96307
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16989
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55448
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9173
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94076
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08768
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830198
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030939
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.246961
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480037
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19521
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49006
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811357
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162704
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548491
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971101
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444689
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977089
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57476
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25037
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04208
¢(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00587
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90945
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10462
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4416
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78494
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65767
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80562
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57696
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.828001
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.028578
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244418
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.477288
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192709
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48736
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808391
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159442
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544895
