¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¿ (431.85, 14.35, 327.61) (426.17, 14.31, 302.89) (8.74, 13.67, 17.31) Truck 7.039105
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.08115
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.06857
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.0593
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.05333
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.05066
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.05127
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233382
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440864
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663474
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903065
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16168
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441579
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745452
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076442
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438322
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835478
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195233
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.584788
Ë(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01034
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47708
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46495
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74885
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29231
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84955
(431.99, 14.42, 326.05) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 14.1394
(431.99, 14.42, 326.05) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 14.15015
(431.99, 14.42, 326.05) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 14.16303
(431.99, 14.42, 326.05) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 14.17805
(431.99, 14.42, 326.05) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 14.19522
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81627
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.24871
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.23269
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.22002
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.21066
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.20464
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.20193
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.20253
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21879
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426571
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648105
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886555
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143793
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422215
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724385
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053473
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413141
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78308
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136247
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520536
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940125
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.825099
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43681
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34373
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9245
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53966
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29902
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33795
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89656
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5844
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49642
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56559
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.3897
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.37692
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.36749
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.3614
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.35865
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.35924
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.204299
È(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412374
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632835
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870121
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126068
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40299
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703514
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030679
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388202
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729665
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078354
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457489
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871236
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32442
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.716371
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.906794
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18339
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98533
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62359
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38193
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19067
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73891
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32826
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1891
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16931
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.5584
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.903357
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.53598
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52982
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52703
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52761
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18988
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398284
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617718
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853816
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108461
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383921
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682801
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008128
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360756
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684799
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021465
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395624
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803632
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25037
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.611006
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.797052
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02565
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80956
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69403
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46644
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04774
Î(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58599
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16427
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89372
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8413
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49488
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.748475
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.880445
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.69803
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.6952
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.69576
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175565
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383996
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602702
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837649
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091001
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365039
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662241
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985723
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320559
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651906
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979432
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334859
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737366
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17774
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.508884
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.690739
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.88119
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63874
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50045
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41051
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90895
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4376
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00524
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6162
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.939516
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.922566
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.771755
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.768211
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.87221
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.86934
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.86988
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161357
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368732
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587796
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821589
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07368
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346244
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64187
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963502
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280957
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615032
Õ(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.944514
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296378
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678595
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10657
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.409887
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.587725
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.7739
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47273
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31262
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17269
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7485
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28784
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85107
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45065
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.815096
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78501
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.456944
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7451
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.05254
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.04963
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.05016
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147205
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353554
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573036
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805702
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05653
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32767
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6217
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936926
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241935
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572681
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910208
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259259
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638218
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05109
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.458786
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.600937
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.748903
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.87714
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.860477
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93831
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56755
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10536
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67222
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2831
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.648882
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.471279
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.320821
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.476938
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.794098
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.23629
 (431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.23679
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133165
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338511
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558334
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789909
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039457
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309246
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601693
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901421
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203539
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530977
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876547
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222809
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598642
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00796
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.522697
(431.99, 14.42, 326.05) (426.17, 13.88, 303.37) (8.74, 12.81, 16.35) Truck 6.145459
(431.99, 14.42, 326.05) (426.17, 13.88, 303.37) (8.74, 12.81, 16.35) Truck 6.129956
(431.99, 14.42, 326.05) (426.17, 13.88, 303.37) (8.74, 12.81, 16.35) Truck 6.115444
(431.99, 14.42, 326.05) (426.17, 13.88, 303.37) (8.74, 12.81, 16.35) Truck 6.101908
(431.99, 14.42, 326.05) (426.17, 13.88, 303.37) (8.74, 12.81, 16.35) Truck 6.089338
(431.99, 14.42, 326.05) (426.17, 13.88, 303.37) (8.74, 12.81, 16.35) Truck 6.077725
(431.99, 14.42, 326.05) (426.17, 13.88, 303.37) (8.74, 12.81, 16.35) Truck 6.067062
(431.99, 14.42, 326.05) (426.17, 13.88, 303.37) (8.74, 12.81, 16.35) Truck 6.057338
(431.99, 14.42, 326.05) (426.17, 13.88, 303.37) (8.74, 12.81, 16.35) Truck 6.048545
(431.99, 14.42, 326.05) (426.17, 13.88, 303.37) (8.74, 12.81, 16.35) Truck 6.040679
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.426979
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.422418
(431.99, 14.42, 326.05) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 9.419266
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51182
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02483
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.43001
