¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(380.63, 14.76, 269.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.27965
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330504
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71157
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13731
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608335
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12952
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55877
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02772
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54066
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0544
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62254
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30678
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07164
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05585
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57918
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65269
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967837
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311304
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687164
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110384
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578424
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07971
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5045
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96835
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47691
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00472
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5745
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25327
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01168
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78912
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30787
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73847
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636436
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950154
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291991
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665913
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083253
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548353
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0305
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45089
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90975
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41252
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95572
´(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52702
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20039
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95244
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76082
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04379
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2302
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620138
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93239
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272556
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644614
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056063
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518192
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.981866
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39794
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85185
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34898
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8957
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48003
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13203
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83529
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62048
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78671
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94602
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603706
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914466
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253011
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623196
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029513
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487859
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933794
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34558
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7947
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28627
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82817
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39876
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02162
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7125
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48312
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5412
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68338
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85379
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58717
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89652
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233383
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601679
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005805
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457474
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88631
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29392
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73825
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24258
¸(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81133
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31956
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9133
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59219
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34867
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30985
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42763
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57909
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570478
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878398
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213641
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580038
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982021
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426912
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839382
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24677
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71394
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22748
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79458
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27695
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80713
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47429
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.217
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72714
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17853
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31207
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55381
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860216
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193807
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558282
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958109
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398602
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808626
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23431
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70028
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21247
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77798
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23516
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72247
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35873
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08813
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56299
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81678
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05245
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537019
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841944
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173853
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53646
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.934092
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372087
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797328
·(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22198
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68674
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19755
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74764
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19423
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6781
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24553
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96202
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40129
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40067
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76424
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67945
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520119
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82363
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15385
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514546
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910004
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34542
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.782428
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20972
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6733
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18281
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71052
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15413
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63462
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15676
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83853
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23284
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67054
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34407
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22582
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503165
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80518
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133711
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492509
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885794
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315931
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748665
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19757
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65999
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16809
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67413
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11484
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59207
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11047
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71758
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02937
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45719
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28975
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79063
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71025
¹(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486113
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786683
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113582
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470429
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861549
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285315
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714992
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18547
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64675
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15351
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63848
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07635
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55037
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06522
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62023
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83055
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24933
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62967
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.37283
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2591
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469058
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768075
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093317
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448282
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837188
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254741
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681399
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15097
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6336
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13906
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60358
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03865
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50957
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01324
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53817
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63633
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04681
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30539
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97149
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82644
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80292
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4519
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749453
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072988
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426055
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812788
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224313
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648006
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11408
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62057
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12471
¶(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56938
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00179
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46081
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93918
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45785
(380.63, 14.69, 269.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44658
