¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(377.57, 15.25, 277.55) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.26696
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089787
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38758
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711164
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033997
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344537
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681398
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048026
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448448
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887508
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39722
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89141
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52888
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26846
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11149
(377.65, 15.15, 276.66) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 13.89988
(377.65, 15.15, 276.66) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 13.87092
(377.65, 15.15, 276.66) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 13.84414
(377.65, 15.15, 276.66) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 13.81953
(377.65, 15.15, 276.66) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 13.79706
(377.65, 15.15, 276.66) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 13.77671
(377.65, 15.15, 276.66) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 13.77341
(377.65, 15.15, 276.66) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 13.75671
(377.65, 15.15, 276.66) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 13.74208
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.368669
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.534822
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.712474
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902789
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107219
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327261
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564735
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821865
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099958
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397274
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72177
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058136
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370632
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709755
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078884
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482162
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924541
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49022
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99367
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54965
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16682
×(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96353
(377.65, 15.15, 276.66) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 15.60483
(377.65, 15.15, 276.66) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 15.57212
(377.65, 15.15, 276.66) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 15.54187
(377.65, 15.15, 276.66) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 15.51404
(377.65, 15.15, 276.66) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 15.48863
(377.65, 15.15, 276.66) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 15.4656
(377.65, 15.15, 276.66) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 13.9264
(377.65, 15.15, 276.66) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 13.90932
(377.65, 15.15, 276.66) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 13.89435
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.37496
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.541572
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719669
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910527
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115507
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336189
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574433
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832338
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109049
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40718
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732573
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082806
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39735
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738743
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110435
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5167
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986172
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58561
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09865
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66579
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29594
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06932
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78679
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 15.89554
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 15.88742
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 15.88169
(377.65, 15.15, 276.66) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 15.65396
(377.65, 15.15, 276.66) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 15.63048
(377.65, 15.15, 276.66) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 15.60941
(377.65, 15.15, 276.66) (372.37, 8.79, 247.78) (1.36, 1.29, 1.33) Tools 17.48166
(377.65, 15.15, 276.66) (372.37, 8.79, 247.78) (1.36, 1.29, 1.33) Tools 17.46335
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.381391
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.548404
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.726957
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.918362
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.123943
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345276
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584242
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84298
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118314
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417241
Ô(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743597
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101274
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424633
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768356
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142744
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552002
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06838
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68348
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20649
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78514
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4288
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40783
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86816
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 15.99154
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 15.96006
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 15.93107
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 15.90457
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 15.88051
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 15.8589
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.51513
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.4917
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.387881
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.555321
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734436
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926317
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.132486
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354505
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594207
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852215
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127752
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427543
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754827
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113583
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452514
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798614
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175713
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588084
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15233
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78394
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31722
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90787
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58402
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7637
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96404
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.17156
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.13951
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.10998
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.08295
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.05841
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.03634
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75908
Ç(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.73511
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.394456
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.562346
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.741929
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934394
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141164
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363838
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604293
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861065
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137374
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438029
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766293
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126155
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480993
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829573
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209446
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65983
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23808
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.887
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43098
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03409
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79242
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13821
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06202
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.35817
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.32551
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.29541
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.26785
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.2428
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.22025
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.01185
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.98731
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.401138
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.569504
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.74956
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942557
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149958
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373322
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614544
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870102
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147182
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448683
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777971
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138997
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510081
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861174
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243931
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737574
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32565
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99106
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54782
Î(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16387
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00868
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53288
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16216
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.55165
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.51836
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.48767
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.45954
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.43396
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.4109
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.27381
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.24867
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.407888
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576695
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.757273
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.950871
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158874
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382939
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623152
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879286
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157137
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459572
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789873
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152032
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539783
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893461
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285051
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816936
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41509
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09263
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66793
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35951
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23315
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87046
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26447
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94988
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08846
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93167
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.64424
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.63219
(377.65, 15.15, 276.66) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 16.6086
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.54536
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.51959
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.414752
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.584004
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.765131
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959279
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167914
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392673
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6318
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888623
½(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167287
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470618
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80194
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165328
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565551
