¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ!(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.754361
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37017
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30746
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08772
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88653
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80233
(380.41, 10.44, 325.86) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.81468
(380.41, 10.44, 325.86) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.72777
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.86815
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.024904
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.192889
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.373325
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.567611
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.777371
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.004484
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.251157
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.519979
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.800591
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.063779
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.349296
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336593
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791601
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309214
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926178
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6324
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44868
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40269
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17027
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04984
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87777
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.877797
È (380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.035227
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.203961
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.385229
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.580444
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.791239
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.019521
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.267511
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.537829
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.829822
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.095411
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.383641
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372965
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831584
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363341
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987848
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7033
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53111
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49964
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25486
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18221
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01533
(380.41, 10.44, 325.86) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.63901
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.887527
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.045642
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.215134
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.397242
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.593394
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.805241
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.034702
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.284027
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.55586
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.853346
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.127597
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.418596
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409692
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872042
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418171
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05041
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77534
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6149
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59831
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34148
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31818
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16806
(380.41, 10.44, 325.86) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.26395
(380.41, 10.44, 325.86) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.37362
(380.41, 10.44, 325.86) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.97182
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.89734
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.056149
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.226406
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.409366
Î (380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.606465
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.819375
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.050031
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.300707
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.574076
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.873314
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.160342
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.454173
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44692
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913127
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47374
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11389
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84847
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70298
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69875
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47495
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45794
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32515
(380.41, 10.44, 325.86) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.64942
(380.41, 10.44, 325.86) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.74021
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.907237
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.066744
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.237774
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.421595
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.619655
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.833638
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.065504
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.317547
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.59247
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.893488
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.19365
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.490379
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484522
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960814
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530113
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17824
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92272
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79476
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80099
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63149
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60154
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54979
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.917216
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.077429
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.249243
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.433931
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.632962
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.848033
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.081123
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.334551
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.611048
Á (380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.913863
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.227532
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.527222
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522551
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011167
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587221
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24355
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99883
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88816
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89741
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79226
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74912
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.927275
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.088202
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.260807
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.446375
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.646386
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.862558
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.096886
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.351714
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.629804
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.934445
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.261989
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.564708
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561039
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062175
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645087
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30979
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08313
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98319
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98274
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95742
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90091
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.937415
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.099062
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.272466
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.458923
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.659928
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.877211
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.112792
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.369038
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.648742
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.955227
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.292476
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.602846
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599935
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11381
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703726
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.377
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16879
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07991
Í (380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09558
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1271
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0569
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.947633
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.110011
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.284222
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.471578
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.673584
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.891992
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.12884
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.38652
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.667857
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.976214
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.315618
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.641645
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642759
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166121
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763214
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44514
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25578
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17837
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23631
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30149
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33947
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.957932
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.121045
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.296072
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.484334
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.687355
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.906901
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.14503
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.404162
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.687152
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.997404
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.338989
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.681114
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691164
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219076
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823419
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51424
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34413
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27858
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36764
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48076
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69628
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.968308
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.132164
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.308015
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.497196
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.70124
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.921936
Ğ (380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.161361
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.421961
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.706625
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.018792
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.362589
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.721262
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742115
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272633
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884432
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58433
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43381
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38058
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50184
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66059
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07029
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.978762
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.143368
(380.41, 10.44, 325.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.320052
