¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(328.25, 7.54, 367.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.05896
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.600147
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784499
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982325
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194013
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423837
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.672409
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408425
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715748
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050914
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417852
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821188
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.266612
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760912
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31255
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93202
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63251
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43088
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34907
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41604
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63431
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0053
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.73576
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.71502
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.69667
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.68071
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.66711
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.65588
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.64699
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.64044
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.63624
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.63437
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.600719
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.785113
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982984
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194924
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424821
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673473
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407083
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714296
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049332
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416082
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819289
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264471
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758542
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3099
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92901
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6291
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42699
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34457
£(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41079
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60445
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99964
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.78843
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.76761
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.74919
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.73316
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.71951
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.70822
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.69929
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.69271
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.68847
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.68658
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.601332
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78577
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983689
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196043
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.425854
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123285
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405835
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712909
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047828
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414445
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817461
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262469
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756312
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3074
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92621
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6259
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42332
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34035
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40586
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57872
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99514
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.84384
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.82293
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.80443
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.78833
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.77462
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.76327
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.7543
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.74768
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.74342
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.74151
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.601983
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786466
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984438
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197396
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42694
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122184
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404649
«(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711621
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04641
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412911
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815771
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260597
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754192
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30506
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9236
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62293
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41991
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33641
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40124
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58039
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96768
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.90203
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.88103
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.86244
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.84627
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.83249
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.82109
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.81206
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.80541
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.80111
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.79918
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.602672
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787206
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.985232
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198249
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860532
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121178
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403556
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710436
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045124
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411483
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814191
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258834
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752275
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3029
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92114
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62015
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41674
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33274
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39698
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58265
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93411
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.96304
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.94194
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.92327
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.90702
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.89317
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.88171
Ÿ(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.87263
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.86593
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.86161
(327.74, 7.55, 367.33) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.85965
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.6034
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787987
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986071
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199153
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859681
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120212
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402555
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709332
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043907
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410131
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812737
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25721
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750465
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30086
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91885
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61759
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41381
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32938
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39301
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58552
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.57021
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.54514
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.52246
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.50216
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.48422
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.46863
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.45538
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.44445
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.43584
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.42954
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.42554
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.604167
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.788808
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986953
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617718
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858887
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119377
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401589
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708321
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042805
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408937
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811372
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255741
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748839
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29903
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91678
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61522
»(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41111
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32625
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38935
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.32381
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.29703
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.27262
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.25055
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.23083
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.21342
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.19831
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.1855
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.17498
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.16673
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.16075
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.15704
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.604974
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.789672
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987882
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617065
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858148
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118582
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400743
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7074
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041778
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407811
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810181
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254391
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.747321
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29738
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9149
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61306
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40866
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32339
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38603
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.80103
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.77536
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.75198
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.73087
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.712
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.69538
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.68098
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.6688
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.65882
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.65105
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.64547
(327.74, 7.55, 367.33) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.64207
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.605818
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.790577
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392668
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61644
(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857463
½(327.74, 7.55, 367.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11789
