¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş (377.71, 7.74, 345.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.47597
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59015
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34546
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36926
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59706
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89244
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.206151
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079014
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468771
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89944
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390473
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946539
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57429
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31372
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34014
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5327
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7446
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714633
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068006
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456639
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885994
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377565
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932016
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55783
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2857
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28583
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46723
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59408
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704727
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056696
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444123
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872168
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36418
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916906
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54071
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25294
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23059
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4006
…(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44119
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696918
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045094
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431364
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858597
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350294
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901302
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52162
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22876
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17439
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33301
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28614
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688808
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03318
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418225
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.845787
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335929
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88513
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49541
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20379
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11732
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26436
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18916
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680456
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023511
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404766
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832508
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3211
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862577
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46867
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17796
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05939
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20275
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09494
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.671852
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014103
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390984
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818842
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302738
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838537
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44148
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15132
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01789
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13914
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9676
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663008
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004387
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378914
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803984
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280918
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814062
ˆ(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41382
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12392
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98596
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07339
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83918
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653884
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994401
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367931
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784098
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258773
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789161
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38572
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09575
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95314
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00557
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70992
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10423
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644557
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984171
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352972
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765471
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236217
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763914
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35718
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06684
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91946
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92573
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5799
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32668
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634943
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97168
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336842
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748895
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213349
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738261
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32821
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03715
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88494
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87853
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44924
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59636
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624666
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956792
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320516
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731981
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191307
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712204
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29882
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00677
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84729
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82997
†(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31803
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02955
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610841
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941675
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303906
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714777
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172163
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.685787
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26901
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97569
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80129
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7801
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18639
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68657
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596838
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926362
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287117
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697289
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152681
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659917
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23886
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94391
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75472
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72896
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09026
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35721
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582664
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910873
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2701
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679457
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132881
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637791
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2083
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90503
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70765
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67655
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02592
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03633
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568299
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895176
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253742
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661376
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112779
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615328
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17817
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86382
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66005
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62292
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96013
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72366
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553725
…(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879277
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23711
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642962
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092311
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592491
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1525
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82218
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61194
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56815
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87414
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44241
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53919
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539042
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863207
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220211
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624309
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071643
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569364
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12649
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78091
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56333
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5123
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77917
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32174
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65359
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524146
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846944
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203093
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605385
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050577
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.545868
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10012
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75198
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51432
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45535
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68395
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20068
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82518
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509113
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830511
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185725
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586189
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029278
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522083
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0734
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72252
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4649
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39742
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58849
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07927
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04924
„(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49392
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813921
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168119
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566729
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007689
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.497983
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04631
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69265
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43061
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33214
(377.34, 7.82, 345.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49281
