¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.845676
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56793
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8602
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10047
»(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34655
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60719
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89235
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19274
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50948
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84398
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.412
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07091
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92674
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062555
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274812
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503475
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728128
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953418
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.203154
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.474451
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.768343
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.087547
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.435424
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.827621
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.285098
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23366
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56913
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92902
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28815
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56455
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84569
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07956
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32474
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58201
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8651
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16416
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4795
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81247
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17872
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81613
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94057
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99821
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.056261
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26804
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.496171
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728361
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.951701
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.201304
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472187
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76589
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.084879
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.432511
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.82029
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.276965
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21523
Ì(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54939
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9079
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28604
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56236
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82702
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06015
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3045
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56086
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83951
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13735
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45138
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7829
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01709
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57167
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24773
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92181
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.049976
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261277
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.488878
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728086
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.952074
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.199581
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470053
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.763577
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.082365
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.42977
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.81306
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.268947
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19754
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53051
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88762
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27153
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56131
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80979
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04216
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28576
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54134
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81561
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1123
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42509
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75046
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96697
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32851
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99094
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84952
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0437
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254528
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481598
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726741
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.952621
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.197984
Õ(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.468051
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761407
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.080008
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.427195
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.805931
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.261041
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18057
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51239
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86821
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25072
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56141
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79388
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02563
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26852
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52337
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79337
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08899
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40064
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70418
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91917
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14321
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73641
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43947
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.037438
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.247792
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474334
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.718963
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953317
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.196517
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.46618
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75938
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.077803
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.424789
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.803349
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810276
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16439
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49507
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84965
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23079
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55868
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77941
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01055
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25282
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50694
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77377
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06741
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37799
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66008
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87365
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09617
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49102
Â(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17266
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.031187
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241069
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467084
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711124
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.954162
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.195174
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.464441
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.757494
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.075753
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.422554
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.801848
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778921
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14893
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47854
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83197
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21177
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5461
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7663
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99689
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23857
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49207
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75826
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0475
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35712
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61812
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83036
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05151
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28195
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91472
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024949
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.234359
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459851
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703303
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.955156
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.195171
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.462833
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.755753
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.073858
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.420486
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.799584
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748157
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1342
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46281
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8151
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19366
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54827
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75454
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98464
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2258
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47879
È(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74436
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02933
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33805
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57831
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78931
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00905
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23812
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66755
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36857
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018725
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227667
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452636
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695503
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.95526
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.196398
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461552
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754152
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.07212
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.41859
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.797506
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717958
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11811
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44782
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79909
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17649
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56971
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76824
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97554
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21454
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46699
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73208
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01283
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32074
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54062
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75038
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96888
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19661
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43406
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10848
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012517
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.220991
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445439
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.687724
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950013
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.197785
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460514
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.752696
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.070536
