¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(386.35, 14.37, 305.85) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 18.04507
µ(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08989
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46239
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89116
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36601
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0242
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65177
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5019
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.157248
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.282901
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.415636
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.556047
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.704852
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830006
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.911094
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.995375
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07723
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160603
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264084
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381673
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504743
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63369
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768851
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910695
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059703
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216333
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432839
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689065
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96478
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262251
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567181
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26882
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68587
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15806
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84922
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.482
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24549
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.120117
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.243761
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.374343
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.512424
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.658685
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.762551
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.84152
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.923592
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.007609
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088872
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173209
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269994
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388455
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512455
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642425
¹(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778677
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921714
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072012
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230052
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464305
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723517
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002677
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.304027
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09797
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48801
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95752
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63005
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31792
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99893
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27063
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.083699
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.205379
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.333879
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.469722
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.613502
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.697165
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774117
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.854038
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.937095
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019355
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101618
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187072
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276853
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396244
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521292
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65231
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789751
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934085
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085685
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253002
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497239
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759685
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042448
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347853
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29724
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76408
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41882
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13681
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80012
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00687
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.048007
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.167834
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.294265
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.4279
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.56151
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.633747
¸(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.708761
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.786661
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.867579
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.951726
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032259
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11561
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202207
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292257
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405113
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531227
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663437
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802113
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947765
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100859
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284562
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531819
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797675
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084238
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11499
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57738
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21522
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9139
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63442
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75346
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.013014
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.130974
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.25548
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.386955
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.501809
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.572255
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.645395
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721346
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800252
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882236
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.965123
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046373
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130858
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218644
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30996
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415184
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542418
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67588
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815853
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962953
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117587
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317729
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568201
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837619
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128195
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39716
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01887
´(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69916
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44658
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50983
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.978719
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.094896
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.217447
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.346871
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.44386
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.512593
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583957
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.658042
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734997
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.814958
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.89805
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979383
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061776
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14742
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236465
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329056
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426422
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554904
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689635
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831052
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979665
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13595
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352677
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606505
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879735
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921044
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82948
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4923
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21963
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27548
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.945064
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.059522
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.180202
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.307603
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.38763
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.45475
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.524393
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.59667
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.671747
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.749724
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830764
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.914436
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99488
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078464
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165333
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255704
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349685
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447556
·(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568716
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704821
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847768
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997984
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156031
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3895
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646914
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924124
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64673
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29288
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00118
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05005
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.912097
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.024861
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.143735
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.269176
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.333024
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.39859
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.466587
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.537176
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.610435
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.686568
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.765634
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.847797
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93009
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011734
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096531
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184696
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276422
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371884
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471258
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583952
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721555
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866076
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017983
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185376
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428362
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689547
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059036
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10064
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79077
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77415
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.879782
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.990934
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.108006
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.218251
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.28002
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.344062
