¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
â(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863842
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44404
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70557
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98398
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82921
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26935
ÿ(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73468
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27769
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7001
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14452
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64583
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23533
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88374
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.995831
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62561
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864995
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129207
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412636
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720695
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056719
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424656
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829177
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272764
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762716
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32556
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94739
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65078
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45277
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37544
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44816
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71043
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91995
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80824
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24735
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71151
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16095
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55023
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98767
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44832
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02497
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64903
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84555
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996121
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206219
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864425
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128624
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413641
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721824
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057949
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426014
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830682
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271696
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760653
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32761
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94971
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65341
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45577
õ(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37894
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45221
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71526
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8575
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7655
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22748
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69059
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15624
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43373
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83593
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28939
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82158
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43323
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15483
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996406
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206526
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863873
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127548
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414658
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722951
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059168
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427347
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83214
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270668
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75855
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32747
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95201
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65603
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45877
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38238
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45625
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72004
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79664
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69779
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20982
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67197
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14516
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43157
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7201
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13564
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62489
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22464
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89215
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72216
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996687
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206829
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433228
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126416
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415665
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724035
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06037
õ(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428679
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833621
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269636
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756417
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32506
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95429
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65862
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46171
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38583
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46026
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7248
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79255
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63189
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19426
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65099
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12278
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43202
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7206
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0209
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45036
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02306
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6766
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4493
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996963
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207126
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433547
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.678148
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414431
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725144
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061583
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429987
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835073
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268656
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754196
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32259
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95652
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66118
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46465
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38922
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46422
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72951
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81269
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56771
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18087
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.632
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10281
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4351
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72379
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02423
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33701
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8282
í(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46948
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18622
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04269
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997233
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207416
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433861
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.678487
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413171
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72624
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062782
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431294
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834754
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267706
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751938
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32007
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95879
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66371
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46756
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39256
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46817
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73417
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83434
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50867
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16957
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6153
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08523
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44088
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72975
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03032
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34332
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69917
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26935
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94182
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76918
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997499
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207701
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434169
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.678821
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943891
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726463
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063972
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432596
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833923
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.266766
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749649
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31747
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95728
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66624
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47045
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39483
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47206
ã(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73878
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85751
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53378
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15688
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60087
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07004
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44932
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73841
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03929
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36502
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78479
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09659
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73607
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5056
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997758
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207982
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434471
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.679149
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.944245
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.232381
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065125
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433867
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833094
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265833
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.747313
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31483
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95429
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66873
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4733
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39292
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46727
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74336
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88221
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56057
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14529
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58871
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05724
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4604
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74985
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05107
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47932
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87415
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18871
(335.90, 7.49, 352.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53737
