¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.06694
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71023
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45083
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762969
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103647
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470831
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859441
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286811
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763132
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32206
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95064
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62037
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36058
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2286
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21562
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33975
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27619
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91607
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07303
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.20659
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.18471
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.16603
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.15054
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.13823
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.12908
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.12309
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.12025
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.12057
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.820204
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.017946
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.230558
¦(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459744
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.707473
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976052
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759483
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099863
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466888
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855097
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282022
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757502
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31575
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94352
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61284
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34722
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21886
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20427
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31925
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31762
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91991
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14605
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.46827
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.44609
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.42715
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.41143
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.39894
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.38964
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.38354
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.38064
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.38093
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818182
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.015774
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.22822
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45722
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704743
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.973086
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264935
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096104
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463031
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850832
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277355
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751892
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3095
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93647
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60549
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33411
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20929
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19326
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29912
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36026
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92455
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22849
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.73977
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.71728
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.69806
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.68212
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.66942
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.65998
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.65377
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.65079
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.65105
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.816179
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013623
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225905
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454722
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702041
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.970152
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.261738
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092388
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459275
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846728
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272809
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.746386
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30333
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92951
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59835
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32136
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19962
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18253
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27948
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40418
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93006
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41338
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.02157
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.99874
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.97925
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.96305
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.95016
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.94055
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.93423
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.93118
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.93141
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814195
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011494
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223613
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452248
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699364
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.967247
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.258573
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.576509
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45562
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8427
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268379
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740937
²(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29722
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92259
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58906
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30886
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18371
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17026
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26033
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44938
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93642
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51712
(441.19, 14.73, 256.78) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 21.85135
(441.19, 14.73, 256.78) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 21.90502
(441.19, 14.73, 256.78) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 21.96223
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.25473
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.24163
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.23186
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.22541
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.22228
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.22248
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812232
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.009386
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221344
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4498
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696715
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964372
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.255442
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.573086
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.92106
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838785
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264089
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735523
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29114
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91576
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57828
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29663
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16802
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15411
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2416
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49587
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94356
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56493
(441.19, 14.73, 256.78) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 21.5556
(441.19, 14.73, 256.78) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 21.60755
(441.19, 14.73, 256.78) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 21.66299
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.55767
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.54435
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.53441
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52783
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52463
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52478
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810289
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007299
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219099
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447377
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694093
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961525
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.252341
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.569698
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.917341
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834984
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25989
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730183
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28517
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90902
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5677
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28468
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15257
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13837
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22334
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49672
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95156
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61174
(441.19, 14.73, 256.78) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 21.27081
(441.19, 14.73, 256.78) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 21.32114
(441.19, 14.73, 256.78) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 21.37491
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.87244
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.85889
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.84877
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.84206
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.83876
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.83888
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.808367
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005236
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216878
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444981
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691502
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.958711
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249277
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.566349
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.913663
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.29483
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2558
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724911
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27925
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90234
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55742
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27306
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13729
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12304
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20552
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48355
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96039
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61929
(441.19, 14.73, 256.78) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 21.42351
(441.19, 14.73, 256.78) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 21.40017
(441.19, 14.73, 256.78) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 21.38007
(441.19, 14.73, 256.78) (428.18, 7.81, 291.32) (2.89, 2.47, 2.55) Tools 23.11123
(441.19, 14.73, 256.78) (428.18, 7.81, 291.32) (2.89, 2.47, 2.55) Tools 23.01615
(441.19, 14.73, 256.78) (428.18, 7.81, 291.32) (2.89, 2.47, 2.55) Tools 23.05656
(441.19, 14.73, 256.78) (428.18, 7.81, 291.32) (2.89, 2.47, 2.55) Tools 23.22768
(441.19, 14.73, 256.78) (428.18, 7.81, 291.32) (2.89, 2.47, 2.55) Tools 23.64153
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.806465
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003195
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214681
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44261
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.688936
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.955927
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.246244
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.563034
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.910028
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.289574
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.690813
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720354
(441.19, 14.73, 256.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2734
