¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (431.30, 10.28, 363.10) (409.37, 2.34, 366.37) (8.52, 3.34, 3.88) Truck 2.855856
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.361602
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.348739
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.340359
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.333497
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.32731
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.321792
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.316939
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.312744
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.309204
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.306316
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.304076
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.302483
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.301535
 (431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.30123
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.301569
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.302553
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.30418
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.306455
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.309379
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.312954
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.018066
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.179587
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.352931
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.540895
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.49972
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.460158
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.430438
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.415845
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.402035
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.388996
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.379516
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.372605
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.366378
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.360827
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.355947
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.351735
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.348185
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.345294
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.343059
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.341478
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.340549
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.340272
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.340646
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.341672
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.343351
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.345684
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.348673
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.352921
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.013651
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.17486
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.347859
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.743475
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.558317
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.517667
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.478605
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.460501
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.445208
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.430914
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.420267
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.413306
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.407037
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.401453
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.396548
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.392318
õ(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.388758
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.385864
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.383635
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.382068
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.38116
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.380913
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.381325
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.382395
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.384127
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.386522
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.38958
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.395147
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.009408
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.170319
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.342986
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.528698
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.619734
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.577929
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.537759
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.513957
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.498376
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.483609
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.469718
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.458081
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.451653
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.446198
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.441431
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.437346
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.43394
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.431208
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.429149
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.42776
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.427041
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.426989
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.427605
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.42889
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.430846
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.433635
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.44789
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.466185
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.005339
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.165961
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.338308
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.523669
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.700703
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.657051
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.615114
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.574816
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.560305
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.546857
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.534197
ß(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.522311
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.513914
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.508417
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.50362
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.499516
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.496103
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.493377
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.491336
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.489976
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.489298
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.499575
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.511645
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.524488
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.538119
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.55255
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.5678
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.583881
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.001439
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.161788
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.333831
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.518852
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.718326
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.747841
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.704163
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.662197
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.628517
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.614776
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.601839
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.589691
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.579165
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.573626
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.568799
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.564677
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.570219
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.579397
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.589323
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.60001
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.611465
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.627284
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.645926
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.665478
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96391
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47195
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68617
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.6338
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.997331
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.157799
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.329553
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.514251
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.713364
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928594
µ(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.798576
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.770683
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.750209
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.73068
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.712073
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.694367
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.695378
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.703357
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.717217
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 3.731909
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70132
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51399
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31185
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72049
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10709
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52062
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44193
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17005
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06133
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37132
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48242
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.87973
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.993037
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.153993
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.325471
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.509861
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.708632
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.923477
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560098
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824751
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088197
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363968
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663627
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999823
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414154
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859745
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142335
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44545
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67249
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47857
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13122
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58619
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96436
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36868
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3976
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27719
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16314
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25875
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30679
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.9889
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.150373
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.321586
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.505684
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.704128
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.918609
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553242
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817331
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079445
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354506
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653347
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983941
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39648
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769681
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046227
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342704
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64471
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44407
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95774
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25085
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82683
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22233
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35605
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36879
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26941
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15155
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18933
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.984931
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.146935
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.317898
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.501719
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.699854
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.913989
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546713
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81024
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071187
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345559
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643645
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968619
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379246
(431.33, 10.28, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682419
