¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.02114
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69902
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85085
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06915
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2994
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55886
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83286
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12258
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44576
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92206
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658713
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924833
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218544
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548378
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911397
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312828
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647817
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972368
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.425904
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824364
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939215
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05875
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18319
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31281
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44783
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58853
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73516
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8881
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05614
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28278
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54145
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81459
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1034
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40916
¸(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87334
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656091
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920626
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212879
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542171
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904558
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305219
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651088
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001025
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457648
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855809
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971491
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0919
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21727
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34786
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48387
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62561
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77338
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92749
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13846
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29086
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52604
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79847
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08646
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39137
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8274
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652231
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916441
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207188
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535914
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897619
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297568
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654873
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030054
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489788
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888956
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00551
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12685
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25321
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3848
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52188
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66473
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81368
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0405
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22405
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3789
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54038
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78444
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07174
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37588
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78417
¸(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648395
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912282
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201446
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529601
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890676
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289856
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659181
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059444
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522366
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.923805
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04132
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16365
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.291
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42367
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56189
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70593
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90499
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16046
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31292
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47038
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63454
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80586
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05923
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3627
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74361
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644567
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908114
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195676
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523248
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883685
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282098
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668011
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089199
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555384
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960414
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07891
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20227
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33072
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46452
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60392
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77606
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0235
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25159
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40522
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56538
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73242
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90672
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08868
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35186
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7057
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640759
¹(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903985
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190379
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51685
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876656
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274301
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695315
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119326
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588804
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998817
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11834
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24278
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37238
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50738
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65329
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89317
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14634
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34473
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50108
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66408
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83412
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01157
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19684
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39035
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67037
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63697
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899832
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185894
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51045
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869571
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266448
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713459
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149837
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622636
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03899
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15964
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28523
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41601
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55226
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76909
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01453
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27368
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44137
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60057
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76657
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93975
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1205
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30925
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50644
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633171
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895738
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181403
¶(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503973
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862459
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258579
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70646
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180714
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656925
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08103
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20281
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32961
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46168
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65086
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88901
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14028
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38617
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54171
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70387
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87299
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04945
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23367
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42607
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629401
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891646
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176946
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497511
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855311
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250662
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699364
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208534
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691634
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12494
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24795
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.376
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53814
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7694
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01324
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27061
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4873
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6458
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81109
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98349
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16341
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35127
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74559
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625647
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887569
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172495
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490982
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848115
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242682
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692167
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20043
»(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726746
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17078
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29504
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43061
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65534
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89214
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14191
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4057
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59222
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75386
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92239
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09824
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28177
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67843
(399.33, 14.00, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621929
