¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
û(378.99, 15.99, 289.82) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.93072
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.192067
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 10.13912
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.52856
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579267
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831098
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.648063
š (378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.646208
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.666158
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.687537
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.710366
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.734667
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.760468
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.787797
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.816682
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.847154
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.885721
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.965947
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.049457
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.136399
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.22694
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.321254
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.419528
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.521961
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.628773
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.740189
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.856465
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 9.426846
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 9.614438
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 9.896221
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 10.19707
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.42974
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574404
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.723904
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.541241
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.558912
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.577966
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.598422
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.620299
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.64362
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.668413
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.6947
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.76543
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.840288
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.918185
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.999257
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.083648
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.171516
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.263023
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.358348
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.457685
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.561232
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.886593
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.993257
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 9.149778
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 9.40101
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 9.668365
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 9.95337
 (378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 10.25775
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.698
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569598
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.7845
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.595819
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.47494
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.493147
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.51273
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.53371
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.587832
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.655026
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.72493
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.797657
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.87333
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.952077
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.034034
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.119353
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.208189
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.300711
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.397101
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.511963
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.606282
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.735843
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.961147
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 9.200222
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 9.454297
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 9.724752
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 10.01315
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.99238
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.04967
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564849
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818608
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.656355
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.47614
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.430623
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.490976
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.553763
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.619079
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.687027
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.757715
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.83126
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.907785
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.987423
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.070312
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.156602
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.095675
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.176015
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.25959
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.365172
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.568275
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.78324
— (378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 9.011072
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 9.25289
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 9.50995
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.32402
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.37066
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41977
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.47139
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560127
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813505
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.719998
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.536645
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.460972
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.522028
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.585544
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.651619
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.720357
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.791868
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.866271
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.943689
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.024259
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.802536
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.873813
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.947968
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.031705
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.215643
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.409882
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.615249
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.832662
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 9.063144
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.4305
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.37293
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.31799
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.26562
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.21576
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.16836
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555466
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808424
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.786879
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.600198
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.492543
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.554332
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.618611
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.68548
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.755044
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.827417
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.477238
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.538005
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.601262
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.667096
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.735603
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.897743
 (378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.074025
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.260005
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.456441
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.664178
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.884155
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.5297
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.46901
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41103
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.3557
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.30295
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.25273
(378.98, 15.99, 289.13) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.20497
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550851
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803425
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.85714
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.666935
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.525359
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.587915
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.652993
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.720692
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.244956
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.298815
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.354927
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.413363
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.474204
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.610035
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.770652
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.939776
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.118044
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.306158
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.504893
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68737
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92868
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546245
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798468
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.930942
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.736998
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.559446
(378.98, 15.99, 289.13) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 6.622805
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.367627
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.270625
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.177525
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.183727
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.237722
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.348744
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.495607
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.64998
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.8124
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.983458
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.1638
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26433
ä(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26867
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75089
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00684
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541714
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793533
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066984
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357703
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674277
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.518822
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.41656
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.318451
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.224293
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.1339
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.245421
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.386804
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.535311
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.691443
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.855746
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 8.028821
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56159
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28057
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75179
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81645
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08753
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537219
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788699
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061677
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353638
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669813
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.571353
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.467869
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.368593
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.273321
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.181862
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.283276
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.426269
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.576494
(378.98, 15.99, 289.13) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 7.734461
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06549
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92478
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57798
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38668
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01154
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88407
(378.98, 15.99, 289.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17085
