¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ô(401.17, 14.20, 244.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.837065
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.350068
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.347738
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 10.28221
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 10.28266
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177611
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417706
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668473
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941047
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224439
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453123
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698271
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.53407
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.506148
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.479885
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.455254
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.432229
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.410785
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.390902
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.372558
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.355737
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.340418
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.32659
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.314236
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.303346
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.293908
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.285912
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.279351
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.27422
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.270512
Š (401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.268223
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 10.14969
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 10.15016
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174376
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417318
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670874
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943666
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207891
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435433
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.483815
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.454536
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.426928
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.400959
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.376606
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.353841
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.332641
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.312984
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.294851
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.278224
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.263085
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.249418
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.237211
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.226452
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.21713
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.209236
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.202761
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.197701
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.194047
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.191799
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 10.02247
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 10.02297
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171151
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413846
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673369
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946384
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191881
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418335
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.407054
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.378093
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.350785
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.325099
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.301013
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.278497
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.257531
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.238094
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.220163
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.203722
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.188753
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.175242
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.163177
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.152544
† (401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.143333
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.135535
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.129142
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.124148
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.120549
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.11834
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.900309
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.900828
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167972
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410371
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673959
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949179
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176383
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401756
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.333274
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.304617
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.277598
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.252185
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.228353
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.206078
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.185337
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.166107
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.14837
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.132108
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.117303
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.103944
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.092012
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.0815
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.072395
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.064691
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.058375
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.053446
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.049897
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.047725
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.782971
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.783513
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164807
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406926
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670196
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951552
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164985
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410172
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.262356
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.233994
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.20725
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.182099
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.158513
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.136468
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.115942
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.096913
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.079364
„ (401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.063272
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.048625
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.035408
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.023607
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.01321
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.004208
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.99659
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.990351
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.985484
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.981983
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.979846
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.670246
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.67081
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16167
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403516
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666489
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947062
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184082
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430682
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.194191
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.16611
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.139633
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.114732
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.091382
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.069559
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.049239
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.030403
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.013031
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.997105
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.982609
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.96953
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.957854
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.947567
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.938663
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.931131
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.924963
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.920155
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.916699
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.914597
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.664757
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.669082
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158534
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400114
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66017
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935763
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203645
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451718
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.128677
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.100865
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.074643
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.049983
Œ (401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.02686
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.005248
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.985127
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.966476
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.949275
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.933508
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.919158
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.906209
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.894652
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.884472
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.875661
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.868211
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.862113
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.857362
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.853951
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.851879
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.838402
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.842832
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155042
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393754
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653073
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924643
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208758
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.094875
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.065717
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.038164
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.012187
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.987758
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.964852
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.943444
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.923514
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.90504
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.888004
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.872388
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.858176
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.845355
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.833912
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.823835
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.815114
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.807742
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.801709
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.797012
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.793643
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.791603
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 10.02039
(401.65, 14.18, 244.01) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 10.02493
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14907
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387264
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646005
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913647
(401.65, 14.18, 244.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196802
– (401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.034111
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.005216
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.977913
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.952171
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.927963
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.905267
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.884055
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.864308
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.846003
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.829125
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.813654
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.799577
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.786877
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.775544
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.765564
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.756929
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.749632
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.743662
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.739016
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.735689
(401.65, 14.18, 244.01) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.733677
(401.65, 14.18, 244.01) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.562408
