¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(363.70, 7.12, 353.08) (332.28, 1.44, 368.85) (0.81, 2.16, 0.81) Human 18.49469
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.419465
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.899848
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.367077
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.567151
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.840334
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58576
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.952983
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.375082
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.876727
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307356
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533527
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.695897
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.671079
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.648436
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.627067
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.606948
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.475644
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.458604
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.442728
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.427999
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.414402
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.401924
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.390552
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.918218
Ë(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.333074
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.532078
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.919136
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25696
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.204697
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.591025
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.064045
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336539
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564989
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811912
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.795656
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.763758
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.73332
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.70431
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.447698
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.430735
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.41493
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.400266
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.38673
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.374305
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.402995
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.936597
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.300651
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.498634
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19701
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94017
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.821446
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.263105
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366096
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596863
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846414
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117013
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411368
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732736
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.980237
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.94643
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.507918
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.483613
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.460583
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.438801
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.418243
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.418183
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.954981
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.269772
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.359948
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17935
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80223
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.067786
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.474988
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395998
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629162
Â(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881374
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154953
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452735
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777953
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.810666
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.24556
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.744816
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.719185
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.694885
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.671893
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.650182
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.629731
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.973366
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.240398
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.33015
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16342
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95879
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.700934
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42632
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661894
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916824
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193451
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494687
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798347
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.776125
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.573176
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.726865
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.977136
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.951424
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.927081
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.904083
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.882404
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.991746
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.212502
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.30185
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14933
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12227
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.942314
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456981
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695046
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952718
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232468
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529122
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78213
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.743465
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.716958
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.70101
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.260754
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.233453
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.207594
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.183151
Ñ(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.160094
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.1384
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.186051
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.393492
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15301
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28705
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488042
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728574
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.348187
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.32594
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.304908
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.285069
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.266398
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.24888
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.232494
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.217225
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.203056
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.210426
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.197296
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.183948
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.17186
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.161017
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.710409
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16073
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34765
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519485
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762576
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.327761
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.305592
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.284633
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.264861
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.246256
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.228797
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.212468
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.197249
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.183127
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.197081
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.27117
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.348459
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.14818
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.137373
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.780428
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13945
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17988
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551278
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796998
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.308513
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.286417
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.265527
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.245819
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.227274
Ö(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.209872
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.193594
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.178425
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.164348
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.184581
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.258278
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.335155
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.653007
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.115094
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.80628
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09245
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01568
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583503
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821636
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.290422
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.268395
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.247571
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.227923
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.209435
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.192087
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.175858
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.160734
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.146699
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.172919
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.24625
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.322743
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.670051
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.094155
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.832133
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04721
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04083
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616076
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811082
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.273472
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.25151
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.230744
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.211155
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.192721
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.175421
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.15924
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.144158
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.130162
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.162086
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.235078
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.311215
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.687067
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.079674
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.857977
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17444
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20993
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611931
Ö(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800891
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.257643
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.235741
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.215033
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.195497
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.177112
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.15986
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.143721
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.12868
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.11472
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.152072
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.224753
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.30056
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.704044
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.099925
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.883808
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56399
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34592
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602695
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791059
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.24292
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.221075
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.200418
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.180933
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.162594
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.145385
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.129287
