¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(378.99, 15.87, 285.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495783
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580802
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944696
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346972
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794004
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293477
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855429
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47644
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1683
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96046
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72525
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68708
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13133
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.32176
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.28945
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.26024
©(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.23411
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.21103
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.19097
(378.76, 15.78, 283.45) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 16.56986
(378.76, 15.78, 283.45) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 16.55451
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.2277
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.403112
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.59183
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797421
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.017584
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.256395
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.516269
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248952
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579503
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943257
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345392
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792559
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.294341
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858853
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47472
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16632
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95821
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66519
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61754
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1903
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.34963
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.31723
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.28793
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.26172
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.23856
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.21844
(378.76, 15.78, 283.45) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 16.59978
(378.76, 15.78, 283.45) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 16.58436
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.228077
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.403515
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.592266
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797555
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.017729
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.256552
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946498
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24805
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578503
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942492
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34653
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79564
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297791
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862723
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47618
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16505
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95677
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64303
¶(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5499
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25122
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.38062
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.34812
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.31872
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.29242
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.26918
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.24897
(378.76, 15.78, 283.45) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 16.63304
(378.76, 15.78, 283.45) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 16.61756
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.228594
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.404071
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.592863
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797865
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018064
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.256916
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94591
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247737
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579759
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94534
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349626
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799129
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301692
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867156
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48244
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16456
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95612
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64986
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48418
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3141
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.41477
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.38215
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.35265
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.32624
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.30291
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.28262
(378.76, 15.78, 283.45) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 16.6697
(378.76, 15.78, 283.45) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 16.65413
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.229251
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.404776
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.593622
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797638
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018589
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66968
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947206
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250318
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582633
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948488
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353134
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803003
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306009
»(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872064
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48939
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16469
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95634
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65809
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42033
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09059
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.45211
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.41936
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.38974
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.36323
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.33979
(378.76, 15.78, 283.45) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 15.31941
(378.76, 15.78, 283.45) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 16.77148
(378.76, 15.78, 283.45) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 16.7567
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.230051
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.405634
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.594545
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798309
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019304
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672071
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949831
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253177
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585767
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951932
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356961
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807257
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310792
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877441
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49703
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1656
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95737
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6677
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38918
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86063
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.763
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.75729
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.75466
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.75511
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.75862
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.76521
(378.76, 15.78, 283.45) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 16.77324
(378.76, 15.78, 283.45) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 16.75846
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.230989
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.406642
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.59563
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.79948
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419302
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674713
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952674
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256283
¿(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58918
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955686
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361144
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811919
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316019
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883334
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50536
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1743
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95923
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6787
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4015
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63707
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.61784
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.58464
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.5546
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.52769
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.5039
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.4832
(378.76, 15.78, 283.45) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 16.77827
(378.76, 15.78, 283.45) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 16.76347
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.232069
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.407802
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.596877
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800826
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421938
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677539
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955756
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259661
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592878
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959793
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365672
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81697
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321677
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889716
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51437
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18453
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96189
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69114
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4154
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41977
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.66524
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.63187
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.60168
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.57464
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.55072
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.52989
(378.76, 15.78, 283.45) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 16.78657
(378.76, 15.78, 283.45) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 16.77176
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.233288
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.409111
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.598287
Ì(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.802347
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424737
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680593
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959091
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263324
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596865
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964203
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370556
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822443
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327784
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896602
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52403
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19556
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96538
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70497
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43089
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26629
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.71601
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.68248
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.65213
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.62493
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.60087
(378.76, 15.78, 283.45) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 15.57992
(378.76, 15.78, 283.45) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 16.79815
(378.76, 15.78, 283.45) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 16.78331
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.234649
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.410572
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.599858
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191689
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427765
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683864
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962669
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267199
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601164
(378.76, 15.78, 283.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968942
